tweet	label
y nfa ky nhy de fata nobradez fans y yda mos mo feeli me nso a me checki mo mo gye me di a me pressi mo na s wo mpene nso a jo me nfa ho s rap kk na mo p de me de ma mo	positive
animguaseɛ wei deɛ fanyinam sɛ mankɔ africa u performance wei yɛde hyɛ wac monɛsane aluusi ahwiefoɔ dede hunu kwa ankorɛ hunu	negative
our a artistes sef nkwasea nwom nkoaa wo maame tw putuu twofonta nkwasea nwom saa😂😂😂	negative
wo maame tw pii	negative
masa wu bɛyɛ steady wɔ hɔ	negative
ei koo korti nu sori deɛ sei aa o biibiaa bɛyɛ wu fɛ😊😂	negative
asem dea wode bi aba paa eeh kweku frimpong	negative
masa woy bi na gyae me😂	positive
bibini koraa by dn wo wiase 😂😂😂😂	negative
kofi gyae saa na mani abre😂😂😂💀	negative
nufuo de nipa bdru akyiri	negative
fa me bone kye me mennye biom	positive
wo nfa mma kumasi a gyae ɛ nka woaa wo bɛ te	neutral
sika y mogya me i want turn klaus michaelson😩😩🤦🏾‍♂️	positive
saa choirmaster adwaman no de ma gyae	positive
hwɛ olé ne gyimie bi sɛweve been the most consistent team in the last few months lol man wɛi paa hm	negative
patapaa central region anaa ynko heblews 😁	neutral
wo kum apem aa apem bba	positive
theres nothing like clean or dirty money sika biaa yɛ sika hwɛ ɔmo gyimie bi	negative
de bryne be eye ared paa	negative
ɛna wakɔ bɔ so yi	positive
nti daa me praise yesu yi nti mose mey	positive
eii 😂 wiase de information nkoaa	positive
asem no ayɛ kɛse ama malam😃😃😃	negative
se ye di wo maame trumu na ye woawo	negative
ama ghana nti ɔman yi ɛbɛ yɛ yie ni🤔	negative
ready sika y d oo p sika na gyae gym fo no 😂😂😂😂	negative
ay ka wonna enemys get we oo ny nkwasiafo politicians yiaa anka alatafo nso y nipa	negative
aba booshit nso nyi yi 😂	negative
mafe wo nso paa😩	positive
hye gu wai na oman no mu ay den aa wosee yn mmdi wo dwa 😂😂	negative
luck luck herh 😭😭😭😭 gyae kasa by heart no	negative
nipa foo bi nso ah	negative
enyɛ baako ɛnyɛ mmienu aha ɛyɛ apem ne a akyire	positive
😂 😂 if stormzy herw dus sef ein eye go get na mo nfa mo nkwaasm fri hɔr	negative
gayfuor ne gyimii dier	negative
wo di no wie a na wadi wo	neutral
dead goat paa hmm fooluwa kasa de mo nim ka oo🤦‍♀️	negative
fine man akakaduro wura mep ade ay aduane msan asa bi na mede bi nso atua	positive
sika de wo bgye o nanso wob da gee	neutral
time for praises🙏🏽 🗣️ faya k wakyi kakra what shawa sayy k wakyi na k to nwom nu bi unto the 🗣️ waaratu dayy 🗣️ faya k wakyi kakra k wakyi kakra na afei what shawa sayy 🌝	positive
dj yi haa adwene😂	neutral
onyame mmer ne mmer pa frimpong	positive
herh leipzig 😓😓✌️ onyame betua mo ka paa😹 mmoa💨	negative
me ne wo yɛ adwene wei deɛ ɛnnyɛ kotoko ne hearts nsɛmsɛm biaa🙆‍♂️	positive
asɛm nni fie oo	positive
etua woyonko ho aa etua dua mu heartless leaders nkooaa	negative
nka me di b twa bet	negative
nanka nokor naa na waka no	positive
adwuma no akye wo	positive
the guys rn yny baako yny mmienu aha yy apem ne fa	positive
tax net no baamu na mom ny elevy bernard avle	neutral
eeii so no bro go miss 😤😂	positive
wonni sika aa wo se mo mmen	positive
ali di nanka date rush fa wo ho bn wo di y aponkyi ni odwan	negative
you spitting facts bro yɛntete sika wɔ dua so sika yɛ mogya	positive
eii anaa my eye noh gud 😂	neutral
ose miaa nap mi 🔥👊	positive
eei ghana we dey mad anaa	negative
eeii krɔnoo mu flawless victory	negative
challenge accepted madam sika y mogya	positive
atanfo no wo bɔ me to hɔ last year but afii wei diɛ wɔboa me yɛ kpenlɔ me te nyame nifa so na me bɔ club beer tina sɛ wo twemo na wo ho me a charley twem kɔ cause evivin tɔ	positive
terran torres wo maame wati ☹️	negative
ooh chairman fa ma nyame	positive
enti yka two days ago aa na ay dn😹	positive
onyame nhyira wo bebree	positive
fatima de s nka haruna nka wo de djato fa wo ho bn	negative
meho wo sei arh na ma b jack🤍🤍🤍🥰	positive
s eny nsem bi a anka ka nokware s chelsea nso y team mpo anaa 🙄 🤧🤧🤧 mu sore a dede hunu nkoaa ene mun 🤣🤣🤣🤣🤣🤣🤣🤣	negative
nyame btua charity ka😂😂	negative
anyemi❤️good morning oo te oy tn	positive
nti na wo phone asɛe no 🤣🤣🤣	negative
madam wei paay s aponkye bini aah gu milk mu😍😍😍	positive
wontumi woadesoa aa wose wo kehyire ny	positive
masa to wadwen mu wae	positive
as a real guy de b akata kakara😎na wap sika kakara 💰 nyamesom kakara 😇 na wap stubborn nso kakara 😈	positive
de onyame de yn abduru nie	positive
prɛ to me nanso erh	positive
kyeres obia anigye gyimie ho w ghana ha 😂	negative
proud of nana omo na omobr✌️😂	neutral
ah na mdk nu wagyimi anaa what is wo girl nu y nku anaa otaa srasra eei 😂😂😂😂	negative
wiase aff de nyinaa dimple na y wc turn oneii	positive
tz ne ayoyo soup kk cedis eeii aden	neutral
woka nkwasiasem a ye bisa wo nkwasiasem 😂😂	negative
wei de dumsor paa oo nanso wo ne hwan ko ka s okomfo se koo	negative
tv no b ti ako paa na akua addo dressing yi	neutral
says me arsenal nni deɛ nka wo de kotoko yɛ dɛn🤣🤣🤣	negative
ama dede dede oo ama dede dede oo twitter girls yi aa ama dede dede oo y bky wn afa ama dede dede oo😂	positive
fa wo gyimie ko erh	negative
send prekese olonka baako im ready	positive
krom ayɛ hye too much yɛ tumi bisa ambulance kraa lift	negative
like manu me ho kraa😂ei	neutral
aswear saa cmo nkurasesm no 😂	negative
cry more kwasiampanin ɛmpɛ adwuma bi nnyɛ den dey do follow back n errand boy give some gyimigyimj rasta	negative
abusuafo adwuma no asi 😂😂😂 alaba says shes tired of the work nti adwuma no wagyae 😂😂	positive
ɛyɛ ɔmona mmɔdenmɔ nea aka ne nyinaa yɛ	positive
s me ha na s me ha yaayi ~ stay jay	positive
kobby alpha ne vida me two life savers 😩 me ntumi nyi mo mma da🚶✊	positive
every minute biaa na relationship advice nam mu😂😂mo na moobl€	positive
arh na gani wie paa herr na wie jon ben na womu 😂 me num saa na bo am wope ahh do all year mi num 😂	negative
ne kakra ne sn	neutral
everyday u dey tweet ashawo season ashawo season nso wogye sika firi wo maame hc na to collectionjon boy😂😂😂	negative
kwesi kyena am me p full song no w spotify 👍	positive
nyame bɛtua npp ka eii	negative
biibiaa bkc so wc kumasi 🔥🔥	positive
ma me sika na gyae dede no	negative
mu bl paa ooh 😂	negative
na nsmq nso de nanka black stars fa mo ho bn	negative
ose ne maame twem😭	negative
wikipedia adɛn me yɛ 🙄	neutral
m ta na epue	neutral
aj wo yɛ biah 🥰	positive
sika y aboa herh aboa sika aboa sika naah	positive
s anka wop asm aka y vangelist na abor wo mmum	neutral
amen me hemaa baakope 😃😃	positive
hello ei rashida nti wo w h na wo mbisa ma si kyena wo b wo fie m ba ma wa y adi bi ama me wai bye	positive
wo sem pa o	positive
sɛ wankasa woti hoa yeyiwo ɛyibɔne 🤣🤣🤣	positive
ow nti kabutey dier nka hon bi anaa 😂😂😂😢	neutral
obiaara wo ni massa 😜	negative
morin morin na ete sen	positive
nyame na agye mo ny saa enka agenda paa 😂	positive
eii senior bne bn	negative
nnkwasia kasa biaa na wo erka kotoko is bigger x than manchester united	negative
ade a sika by no ohia ntumi ny ☘️	positive
danlard w ha nanso mo so wola hwan hwan	neutral
ne mo nn no y bet nyinaa ase	positive
violence💥💥💥💥💥💥💥 eii never sleeps oo woho nyenyan sɛ kuro	negative
ewiase ne nsem foo de kyers empa yeho koraa de aba nso no no	negative
ei nipa paa nie🤔😊🤗 kumasi bi guy	positive
nyansa a ɛgu man wei trimu no err herh	positive
abaayewa annie no yantete no yie wɔ fie ntia ɔyɛ kwasia paa	negative
champion since its ur birthday lemme try challenge ur undisputed heavyweight twi parlances opapu yri a owoso neho a ne nufu ano ntwi fm obaa a neho enuonyam keke timu tu obi dan so kyn nframa kesi top don a wadon kraa sini hbd dfm	positive
waakye ghc taalialeaves ne gari ghc kk ghc fish baako mep shit bebree 🙏🏾	positive
herr saa penalties no nso shee me oo ivory coast missed first paa oo	negative
ona call yɛ biɛ	neutral
afei wo nan naa🤣	positive
mongyae gyimii keka no na weed ny ade pa monsua nyansa	negative
oh yeah anaa ynk heblews😂	positive
fight over a man nka me twa bet edi banku	neutral
afe sesei na ma hangi ghnana flag wo abrokyire	positive
osee me yɛ dede ah ah ah ah 🤣	positive
nti me di me nkaho anaa	neutral
y y dom wo kum apem a apem bba✊🏿✊ king promise | don bortey | gyakie | davido | chelsea |	positive
hehehehehehe yɛ yɛ dm ampa	positive
mo nti brofo nti mose spanish 😂😂😂	negative
ah akoa nu wagyimi anaa achimota forest 🤷🏿‍♂️	negative
ka aba fie 🙆‍♂️ sika no ahye 😅	negative
asem ben koraa nie a	negative
as one of my dons talk nyame asem di bible koraa si w kristo ni biaa akoma mu but to da wannim na wanfa ah emba biom hmm	positive
oh bɛrma ahye me tu me girl gyae me koraa me werɛ anho sei me nim nsa nom a nka ɛnɛ mɛboro forkn	negative
aden wo sua😹 ynnkayerwo ansa	neutral
asaay brɛdɛs and sistɛs all roads leads to taadi this december🛫🚙🪂🏊🚴🏻🦽🚢 wɔmmbra ma yɛn jawule🔥🔥🕺💃🕺💃 na yɛ nyɛ moore mbɛlɛdze😜	positive
hahahaa wo ara hw y asm	positive
nyame betua wo ka siaa 😂	negative
kenya bi y d	positive
yaa pono dey insult kumasi musicians after beyonce wo ni kumasi fu ne y track	negative
ne nwom pa dier no size 💥💥🔥🔥🔥🔥 gye wo ✌️	positive
baako w heaven baako nso w efuom	neutral
wo y kwasia paa 💔😂	negative
😂😂😂😂😂 akua y da wai	positive
eeii my wife no mpo na mep no	positive
masa masa fa wo gyimii k tchww	negative
elef the double piercing pɛ na adwuma no asi 🙈🙈🙈	positive
herrhh fa wa no twi twi fem	negative
yesu ayie korea yan y na sasa bonsam jams 😂😂	positive
ah 💔 na sark no wagyimi anaa	negative
n de wooka twi paa oo aden wadi fufuo anaa	positive
that guy nyansa baako sei wo nni bi	negative
akoa yale wo tee dase abr aa na wama wo kora so	negative
na pereira nu wa gyimi anaa accept the offer then lef eerh	negative
kwame poku drop me amen by kwame eugene n so to	positive
bma anim ne nisuo 😒😒😒😒😒as waka mko mu	negative
akwadaa nya sika aa ɔse panin hianii mpɛ brɛ	neutral
saa gyimi na bi gyimi waha no dei mongyae as ebi tweet aa womo think fri womo trumu ny wcmu adwene mu	negative
gyae gyimie no na sore	negative
ahh admin wei wagyimi anaa	negative
adonko fa me ko o 🤣✌️	positive
en so wapan paso	negative
nti aduane kakra nso a me dii no wo gyina me ti so adn 😂	positive
bossu wode ka h wae	positive
agya nimo da wasɛ 😂	positive
wo ho sɛ deɛ yatwe wonsono afa wo yɛm wate jeansman	negative
academy deɛ sɛ saa o	positive
menni nufuo nti wrong	negative
on this siide no gidigidigidi fm	positive
masa masa henderson no wasa oo eii	negative
nyame b tua mo nyinaa ka s de mo ndwuma te	negative
but low key dbee nsm no agye gals no bi o 😂💔	positive
akoko sa kyerɛ akrɔma ɛnyɛ no fɛ is at display here😂😂😂	positive
me koraa mpo me hia cedis no bi oo😒	neutral
abranti woda sori aa maweninda hor na gyai gyimie nu	negative
ayɛ ka sika no ashi😂😂	negative
adam ankasa na kaa fresh of my fresh😂😂😂💔 herh giovanni	positive
nti sisiaa aunty deloris ynfa respect mb t delay mackerel and spaghetti anaa	positive
eii mr neutral wo kaa se obiaa na ete se dumelo anaa onaapo 🤣🤣	neutral
so in other words sika ye sika legitimate anaa s blood	positive
wo nana da woase 😂	positive
yde yho agye mu	positive
gyimii saa ne otan hunu nkoann	negative
sende me sika for bottles no bi	positive
trumu tanka nti you are crushing 😂😂😂 ei alhaji	negative
odii yaa na owuu y😀😀	neutral
eihh y wia mu ama presec o	negative
no nso de anka fa meho ben 🤧	negative
😂😂😂😂 boy ei over me herh	neutral
oh mesee evoer me sef	positive
nyansa baako sei nni ger yi trim adn aa packs and money 😂😂	negative
ma y confuse ooh	negative
nka me ko da 😹🤣🤣	positive
ow nti kabutey dier nka hon bi anaa 😂😂😂😢	neutral
masa gyae gyimii no jon	negative
gyae kasa no na b ndwom nu	positive
bɛma di wo fie asem wani tra wani tɔnn aa wobɛ nya asem asem mpɛ nipa nipa na ɛpɛ ne ho asɛm shɛ wo dan mu nyɛ saa na wobɛ ka me aa wobɛ nya asem 🔥🔥🔥	negative
me da h free	positive
yɛte sika so nso ɛkom de yɛn hmm talk is cheap indeed	negative
ahotɔ de anigyeɛ ba ampa online shopping papaapa ni	positive
herh oh wo yaw sarpong ankasa ni sn wo haw ni sn na wo su yi	positive
wo nyaa y so a anka boa wo	positive
masore anopa tutuutu pe sika menya a mobehu se mama nso betwi ne benz nyankopon bseiho paw debia na kweku de sikasem nkoa na onim nka me mpre ohia nma meho anaa you dont know s sika nie kweku nie ohia se metie everyday am on my way verse 🔥🔥	positive
these teams rn yagye sika yagye sika yagye sika yagye sika💰💸💵💶💷💴	positive
dzata se mo na mo bl	neutral
woa renti oonti btua saa tax no	positive
so werent done😂😂 wagyimi papa	negative
otanfo ne yanko n na y ma nyanko oo is main judas brda your punchlines that y shatta was delivering on stage 🔥🔥🔥	neutral
enti den na yebedi	negative
haad haad dj slim is rema kuami de ny me ly nso me p adonko product nyinaa	positive
wo y abranti aa efri wo botom krom b y wo d aa efri wo botom december nso b y wo d aa efri wo botom	positive
kudos warriors 🔥🔥🔥🔥wo kum apem a apem beba	positive
machoman nso de nka horny fawoho sn	negative
blackstars y ma mo oo	positive
relationship de ka nkoa every one ☝️ minute biaa nso na brokenheart 💔 naamu 😪	negative
ɛyɛ ɔdɔ kwan so anaa	positive
the story too sense baako mpo nim😂😂	negative
saa pp wo ha	positive
bece mu nsem 🤣 massive 🔥🔥👍🏾	positive
eeii obaa you dey	positive
ahh ya gye sika	positive
tsww y d tuo y den twa akosua kumaa nu ma yn madam	positive
toc gye aman toc yi akwan😂😂	positive
sendi mi na minsendi mawu🙁	neutral
herh chale mmaa wɔ nkran mpotamu ha o	positive
kwasiaghana yɛ fuu aa wu ti ha yɛ dɛnopuro	negative
eii massa wo trendi oopink sheet bi di adanse eo street no so	positive
taadi to wiase wo youtube 🇬🇭🌍🚀🚀🚀🚀🚀🚀	positive
wow 😳 ahoufe nie anaa y snap na ay wu saa	positive
wo kamboo s eyi🤣🤣🤣	negative
italy nono strikers nyinaa twe twa aboowa ɛnnɛ mobɛte 😜😜😜	negative
yɛɛgye tire na airkɔso oo chairmoo😹	positive
bro e bi bni with a touch of cod swag	positive
ah na dembele no aden	negative
deɛ ɔhwɛɛ yɛn ɛnora no ɔbɛhwɛ yɛn ɛnɛ nso yɛn nyame ɔbaatanpa deɛ ɔntonko na ɔnna 🙏🙏🙏	positive
eii kwame instant noodles gyae saa😂😂😂	positive
kwasia ibe de tweet wey go bring back the dead bodiesaden na mua gyimi gyimi w twitter has koraa saakwasia jonu come tweet nuwhat happened kurasini	negative
wo papa amb bra so you dey envy kezia	negative
reality check be what lol yti sika so nso	positive
ntkwa agye wo ho	negative
lol wo na woblɛ	negative
wo kum apemapem b ba	positive
oh lord im a sinner im stuck in my ways im a driller me ne akata fuor baako mienu shia mu aa y shi vanilla girl no bedi me for dinner fr no meleena kora bɔne bi aa me hyia no kwan huŋ me nka he nfa ee 🔥	positive
ah na medier may dien 😂😂😂😂😂	positive
sarkodie ɛnyɛ wo hwee but	positive
brofo foo ho bn wei yi aa na mahama ka ho asem no	negative
tsatu is lawfo mo ho y 😂😂😂	positive
soma me na mekc😇🙏 humble servant	positive
mo ngyimi y a anka wei nso y news	negative
daabi o kcm de me fokn	negative
gyai ayie se no na y oman no de woawuo de woawu na aka yenso	neutral
lmaoo life ankasa yɛn pree oo	positive
me suro s myi d yewu ama	positive
saa santaclausanon agyuma no y gyae😂😂💀💀🥴🥴	positive
gyai ayie se no na y oman no de woawuo de woawu na aka yenso	positive
wu ankasa wu yɛ bayifoɔ bibiaa nyɛ wu fɛ	negative
lol you no dey bizz kraa ibi so😂	positive
wo taataa me ooh yoo	positive
ahokyerɛ nea mɛdie mpo ɛyɛ a na ɛho ayɛden ahah wobɛhunu me na mayɛ fɛfɛɛfɛ nanso nea menam mu no na obiaa nnim oo 🙏🏿	positive
papa relax na omo p sentiments dodoadn wontumi sports nu ny hw bi anaa nti s nana yaw amponsah asem ba wontumi crew entumi ka hu asem anaa	negative
sebastian nso brofo nny kraaden ni🤣🤣	negative
nice guy wo brofo basaa yka s sua ade a wodwene s yreya wo	negative
sika y guy pull up in a benzo wontumi nkyer me foko allah woy guy wate 🔥🔥🔥	positive
sebor bars mu bars asakaa movement 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥	positive
wo ka nsemhunu ntia	negative
omode s omo ano👍👍	positive
wei nso ynka nkyer wo ansa 💯💯💯💯	positive
🎉🎉🎉♥️ me hemaa afehyia pa	positive
mo ne the reason why a magya me wife nti mongya leggers no sh	neutral
one minute biaa na beef na mu eii akosua toolobeef 🤣	positive
yacouba deɛ yɛn aa nana yɛ sosɔ ne so mmom na ɔboa yɛn kakera	positive
you spitting facts bro yɛntete sika wɔ dua so sika yɛ mogya	positive
nti gyama yaka eh 🤣🤣🤣	neutral
to naa nso nti na ma me p wasm no booty 🔥🔥🔥	positive
ne tiri ho s 😂😂😂😂😂😂😂😂	negative
mariano diaz no oy kwasia anaa	negative
enfa bi da bra 🤣🤣	negative
wan na ɛkyɛrɛ mo kwan no wan na ɛma mo the opportunity yes rap no yɛ charity give it back to community yeah uh	positive
wò brôfo kraa ny😂😂😂	negative
ashoq sef sɛ the europeans collaborate to eliminate us eii chaaman 😂	neutral
but hon akandor too no be gentleman koraa oo	negative
ɛyɛ afutuo sɛɛ seisei yɛretɔ nnoɔma ɛwɔ hɔ aa ɛwɔ sɛ yɛ bisa na yɛ hwehwɛ mu yie menua	positive
oh chairman wayɛ fine paa o	positive
lol wahu jodel gyae ka kraa😂😂	neutral
oh gyae mes wa dawgi me	negative
twa selfie me twa bitters	positive
oya kowa kye kakra 😂😂😂 afe wu nay naa😂😂😂	neutral
wagyimi oo saturday come pick me err	negative
bamba deɛ no err	neutral
no ne brofo bebree wei	positive
one minute biaa na ooh nam mu	positive
messi saf den check en bp na wo kwame danso wo di twe da kor aa na wawu	negative
eeii na whan nie😹😹💔 wendy shay efia odo sakodie castro sam george tor	neutral
sark wogyi pass na gyai good boy nsem nu 😂😂😂😂	positive
eii matilda meho koraa adwiri me	negative
ei smoochy 🤣🤣🤣 so you you dey ei ewiase paa	positive
maka me kokontɛ na bɛgye wo simpoa ɛfiri ɛsoro deba fom wobɛti kumkumcha	positive
nti ynka ho bi anaa☹️	negative
wagyimi anaa militao ni alaba kwraa gyi sen	negative
ei wo hyɛ hɔ	positive
lmao me daabi da	neutral
ew flood no mu anas den	positive
hahahahaha su oo masa we miss u na bra fie	positive
wo brofo kraa su ny oh wosu adn	negative
mongyae me na mento madonko pa bi	positive
ɛyɛ ɔmona mmɔdenmɔ nea aka ne nyinaa yɛ	positive
akoa yi nnim ball b xavi then iniesta take my man ein shine all	negative
me y sure wote plane mu ba ohemaa lizzy kurom de yb k	positive
abeg enye me o	positive
😂😂 but squad fool oo mo salah = no salad	negative
ei jinz tra ne nkor me o	neutral
enti wow sika anaa😂😂😂	positive
eii na y nna y b br wa ha sendi ma lecturer no rr😂😂😂	negative
asem oo bibinii woagyimi saa	negative
wo nnyaa nhu hwee koraa	neutral
eii information wo wiase oo 😂😂	positive
kabutey fuo yi kraa	positive
hahahaa no pe saa pp	positive
saa cmmo na kakyer wo s cmmo ntumi nkc fie cmmo nyaa cmmo bkc nanso african parent suban nka wone mfante nii maame bi nanka te aa nka wobte ase	neutral
common floor fuo nyinaa edi 😂😂	neutral
knatanka made iphone nso nnam mu😂😂😂😂	positive
na mope sika dodo no erh	positive
na yɛdi di banku	positive
wo koraa wagyimi dodo ahba lets push for him to work to find the culprits na wagyimi dodo	negative
ohh gyai na pressure nu su 😂	positive
eii nti timoo asa ewiase	neutral
nti ny brokely sika herhanka americafo de ny style no no americani de anka spending fa ne ho bn 😂😂😂😂😂	negative
den asem koraa ni akn bne bn nkoaa trouble dey sleep your man go wake am	negative
mode s agorc bi na modi😂😂😂	positive
enti jm deɛɛɔnyɛ father anaa 😢😢	neutral
wabdam nso aka hoo	negative
asɛm bɛn koraa ni	neutral
herhh dortmund nyame b tua mu ka paa	negative
ahoɔyaa yɛ wo dɛ dodo aahba	neutral
ring koraa yedi na header madi wo awie 😂	negative
you baarb😂😂😂😂 tiwuii ne ahantan	negative
is me opoku kankam	positive
de ahwease ay nna😂	positive
hhmmkɔte yɛ aboa ampa	negative
u claim theres no money but delegates are receiving each yti sika so na y bl yasore afri sika noso mu kyiky basa basabasa 😂	negative
wendy wobeku me nso menwu eii🔥🔥🔥🔥🔥🔥🔥	positive
hahahaa wo pere dodoodo to wo boase kakra wai lol	positive
ɔpɛ sɛ ɔkyerɛ sɛ kanye yɛ special nti ɔnim ɔnoa ne next moves and way forward but ɔno sarkodie no deɛ adwuma no paa na ɔyɛ no more	neutral
eeii krakye wo y sure	neutral
spartan dier anka emotions fa wo huŋ bn	negative
he is stupid wobkum trom na woadware sasaduro de gyae ma onfa ne mosuo nk	negative
wo de jimie players nkoaa 😂💔	negative
edwuma wɔhɔ ma wu	positive
full time kotoko liberty ⚽⚽ nea nyame tumi yɛ nie 🔴⚪💪⚽🙏	positive
wo ti abrokyire re practici democracy gye tourist visa bra na yen ko faci dampare bronya yi w obra spot 🥂	positive
adɛn wone mai no wɔ personal issues anaa beef no asɛ tinapa eii kwabena sarfo kantanka de asɛm bɛba oo	negative
wo de ko barca martin braidwith mpo b y asenn wo tweeaa ⚽⛹️🥎🏀🏐🏉🏈	negative
but nigerians ebi branding kai mmoa no y more	negative
wiase mu ni naa midfielder o wabodam	negative
ahoɔyaa yɛ wo dɛ dodo aahba	positive
ass no di aka kakra oo	neutral
wonya sika a di wanum🤝😂 na malt sika ntumi tc plot 🤝🚶	positive
aden mak di barca ni bi yere anaa 😂😂😂😂😂	neutral
wo sua na wagyimi oo	negative
emom paa me ym bon oo	negative
tam l firi ha ha ny facebook ne mo whatsapp groups nu	negative
ne tirimu den no eer mɛ ndi nkwaseasɛm	negative
dear santa ɛkyena na yɛɛwo agyenkwa no nanso buronya dua mpo menni bi na wode presents agu aseɛ ama me im so sad🥺	negative
to wo nnan bɔ ball mu ma no nkɔhyɛ net mu na gye plots my son go play ball straight	positive
s shatta dede o s wana nu oto tramadol ehu bl bi	neutral
kwadjo kwarteng wompɛ me yie anaasɛ deɛn 😂😂😂😂	negative
wuni sika nso wup tw mona mubl 🤣	negative
wabcdam nanka wonyɛ a ɔbi fa wo ho bɛn	negative
me yem kraa ashi me🤣🤣🤣🤣 dumelo de apuu enfa da😅💔	negative
onyame mmer ne mmer pa frimpong	positive
that nuna tavares no waasa saa wanbisaaka mu left back😃😃😃😃	negative
wo sika yɛ trotro sika nanso wonpɛ back seat 😂😂😂	neutral
wow mu aa nhy ma wonni mu nso aa nt sini sleep	neutral
that guy nyansa baako sei wo nni bi	negative
wo to bill aa na wotw di akyere	neutral
me nua nye hweeye ko a me to kosua ama wo	positive
nkwa ne ahoɔden na ɛhia	positive
munni ahurusi anidaso no mu munnyina pintinn wɔ ahohia mu munkura mpaebɔ mu denneennen romafo	positive
y a na moabodam ong nkwasiakeka saa na ade akye	negative
wo kum apem a apem beba	positive
woy kwasia paa😂😂😂anka wobn me aa anka wobdi slaps 😂😂😂	negative
nokware s wgye sika💰💰😁	positive
🤣🤣🤣🤣ɛyɛ aa na ebi mo adwene nyɛ adwuma	negative
tw kakra wob di nti	negative
me nkoaa na me da oo	positive
happy birthday osofo nyame nhyira wo pii 🙏🏽🙏🏽	positive
nyame btua wonso kasia to 😂😁😊	negative
nyame nhyira wo pii	positive
gyama wa fa bi ohn	negative
wo w sika aa wo betumi agye obiiaa gerr king solomon	neutral
ei asi enti min ka ho bi	neutral
ha mi eko ma ye	neutral
munni ahurusi anidaso no mu munnyina pintinn wɔ ahohia mu munkura mpaebɔ mu denneennen romafo	positive
yennye no saa enye yie	positive
no hu mi da ️	neutral
akoa no anya appor	positive
im off to chill koraay b wu nti y nda	positive
aww best new artist paa deɛ nka gyakie oo nso me ne hwan	positive
wo maame trumu korr aboa	negative
wo de violence y wo d paa	negative
hmm me kwame deaɛ what ill tell you is twa car bra metwɛaa ɛnkyeaa nkɔ ma kofi banasco wɔ central police barracks wei fri derek hɔ wɔ agric nsema	neutral
