index	prediction
185	negative
186	positive
187	neutral
188	neutral
189	negative
190	positive
191	positive
192	neutral
193	negative
194	neutral
195	neutral
196	neutral
197	neutral
198	neutral
199	neutral
200	negative
201	neutral
202	positive
203	negative
204	neutral
205	negative
206	neutral
207	positive
208	positive
209	positive
210	neutral
211	neutral
212	neutral
213	neutral
214	neutral
215	neutral
216	neutral
217	negative
218	negative
219	positive
220	neutral
221	neutral
222	positive
223	positive
224	neutral
225	neutral
226	neutral
227	neutral
228	neutral
229	negative
230	positive
231	neutral
232	neutral
233	neutral
234	positive
235	negative
236	positive
237	neutral
238	neutral
239	neutral
240	negative
241	neutral
242	neutral
243	neutral
244	neutral
245	neutral
246	neutral
247	negative
248	negative
249	positive
250	neutral
251	neutral
252	neutral
253	negative
254	neutral
255	neutral
256	positive
257	neutral
258	neutral
259	negative
260	neutral
261	neutral
262	neutral
263	neutral
264	neutral
265	neutral
266	neutral
267	negative
268	neutral
269	neutral
270	neutral
271	negative
272	positive
273	neutral
274	positive
275	neutral
276	neutral
277	neutral
278	neutral
279	negative
280	neutral
281	neutral
282	neutral
283	neutral
284	positive
285	negative
286	neutral
287	negative
288	negative
289	positive
290	neutral
291	neutral
292	positive
293	neutral
294	negative
295	neutral
296	neutral
297	negative
298	neutral
299	neutral
300	neutral
301	negative
302	neutral
303	positive
304	neutral
305	neutral
306	negative
307	negative
308	neutral
309	neutral
310	neutral
311	positive
312	negative
313	neutral
314	neutral
315	neutral
316	neutral
317	negative
318	positive
319	positive
320	neutral
321	positive
322	neutral
323	positive
324	neutral
325	negative
326	neutral
327	neutral
328	neutral
329	negative
330	neutral
331	positive
332	positive
333	negative
334	neutral
335	neutral
336	positive
337	neutral
338	neutral
339	neutral
340	negative
341	positive
342	positive
343	negative
344	neutral
345	positive
346	neutral
347	positive
348	positive
349	neutral
350	neutral
351	positive
352	positive
353	neutral
354	positive
355	neutral
356	neutral
357	positive
358	neutral
359	neutral
360	neutral
361	positive
362	neutral
363	negative
364	positive
365	neutral
366	positive
367	neutral
368	neutral
369	positive
370	positive
371	neutral
372	neutral
373	neutral
374	positive
375	negative
376	positive
377	positive
378	neutral
379	neutral
380	neutral
381	neutral
382	neutral
383	neutral
384	positive
385	neutral
386	neutral
387	neutral
388	negative
389	neutral
390	neutral
391	neutral
392	neutral
393	neutral
394	positive
395	neutral
396	neutral
397	negative
398	positive
399	positive
400	neutral
401	neutral
402	positive
403	negative
404	neutral
405	negative
406	positive
407	negative
408	neutral
409	neutral
410	neutral
411	negative
412	neutral
413	positive
414	neutral
415	neutral
416	neutral
417	neutral
418	negative
419	neutral
420	neutral
421	neutral
422	neutral
423	negative
424	neutral
425	positive
426	neutral
427	positive
428	neutral
429	negative
430	neutral
431	neutral
432	neutral
433	positive
434	positive
435	neutral
436	positive
437	positive
438	positive
439	neutral
440	neutral
441	neutral
442	neutral
443	negative
444	negative
445	neutral
446	neutral
447	negative
448	positive
449	neutral
450	positive
451	positive
452	negative
453	neutral
454	neutral
455	negative
456	negative
457	neutral
458	neutral
459	negative
460	negative
461	neutral
462	neutral
463	neutral
464	neutral
465	neutral
466	neutral
467	negative
468	neutral
469	positive
470	neutral
471	negative
472	negative
473	negative
474	neutral
475	neutral
476	negative
477	neutral
478	positive
479	neutral
480	neutral
481	negative
482	negative
483	negative
484	neutral
485	neutral
486	neutral
487	neutral
488	neutral
489	negative
490	negative
491	positive
492	positive
493	neutral
494	neutral
495	neutral
496	neutral
497	neutral
498	negative
499	positive
500	negative
501	neutral
502	neutral
503	positive
504	neutral
505	neutral
506	positive
507	neutral
508	neutral
509	neutral
510	positive
511	neutral
512	neutral
513	neutral
514	neutral
515	neutral
516	neutral
517	negative
518	neutral
519	positive
520	neutral
521	neutral
522	positive
523	positive
524	positive
525	negative
526	negative
527	neutral
528	negative
529	neutral
530	positive
531	negative
532	neutral
533	positive
534	positive
535	negative
536	neutral
537	neutral
538	neutral
539	negative
540	neutral
541	neutral
542	negative
543	neutral
544	negative
545	neutral
546	positive
547	positive
548	positive
549	positive
550	neutral
551	neutral
552	negative
553	negative
554	negative
555	negative
556	neutral
557	negative
558	positive
559	neutral
560	positive
561	neutral
562	neutral
563	positive
564	neutral
565	neutral
566	positive
567	negative
568	neutral
569	negative
570	neutral
571	negative
572	neutral
573	negative
574	neutral
575	positive
576	positive
577	neutral
578	neutral
579	positive
580	positive
581	neutral
582	neutral
583	neutral
584	positive
585	negative
586	neutral
587	negative
588	positive
589	neutral
590	neutral
591	neutral
592	neutral
593	positive
594	positive
595	positive
596	neutral
597	negative
598	neutral
599	neutral
600	neutral
601	negative
602	positive
603	neutral
604	positive
605	positive
606	negative
607	neutral
608	neutral
609	neutral
610	positive
611	negative
612	neutral
613	positive
614	neutral
615	neutral
616	negative
617	positive
618	positive
619	neutral
620	neutral
621	neutral
622	negative
623	positive
624	neutral
625	neutral
626	neutral
627	negative
628	neutral
629	positive
630	negative
631	neutral
632	negative
633	neutral
634	neutral
635	neutral
636	negative
637	neutral
638	positive
639	neutral
640	negative
641	positive
642	neutral
643	negative
644	neutral
645	negative
646	negative
647	negative
648	negative
649	neutral
650	negative
651	neutral
652	neutral
653	positive
654	positive
655	positive
656	neutral
657	positive
658	neutral
659	neutral
660	positive
661	neutral
662	neutral
663	neutral
664	neutral
665	neutral
666	neutral
667	neutral
668	neutral
669	neutral
670	neutral
671	neutral
672	neutral
673	positive
674	positive
675	neutral
676	neutral
677	neutral
678	neutral
679	neutral
680	negative
681	neutral
682	neutral
683	neutral
684	negative
685	negative
686	neutral
687	negative
688	neutral
689	neutral
690	positive
691	positive
692	neutral
693	negative
694	neutral
695	negative
696	positive
697	negative
698	positive
699	neutral
700	positive
701	negative
702	neutral
703	neutral
704	neutral
705	neutral
706	neutral
707	negative
708	positive
709	neutral
710	neutral
711	neutral
712	neutral
713	neutral
714	neutral
715	negative
716	neutral
717	neutral
718	neutral
719	neutral
720	neutral
721	positive
722	negative
723	neutral
724	neutral
725	positive
726	neutral
727	neutral
728	neutral
729	positive
730	neutral
731	neutral
732	neutral
733	neutral
734	neutral
735	neutral
736	positive
737	neutral
738	neutral
739	neutral
740	positive
741	negative
742	positive
743	positive
744	neutral
745	negative
746	negative
747	neutral
748	neutral
749	negative
750	positive
751	neutral
752	positive
753	negative
754	positive
755	neutral
756	negative
757	positive
758	positive
759	positive
760	positive
761	positive
762	neutral
763	neutral
764	neutral
765	neutral
766	neutral
767	neutral
768	neutral
769	neutral
770	negative
771	neutral
772	neutral
773	neutral
774	neutral
775	neutral
776	neutral
777	neutral
778	neutral
779	neutral
780	neutral
781	neutral
782	neutral
783	positive
784	neutral
785	neutral
786	positive
787	neutral
788	positive
789	neutral
790	neutral
791	neutral
792	positive
793	neutral
794	negative
795	negative
796	neutral
797	neutral
798	negative
799	neutral
800	positive
801	negative
802	neutral
803	neutral
804	neutral
805	positive
806	neutral
807	positive
808	neutral
809	neutral
810	neutral
811	neutral
812	positive
813	neutral
814	neutral
815	neutral
816	positive
817	negative
818	neutral
819	negative
820	neutral
821	neutral
822	negative
823	neutral
824	positive
825	positive
826	neutral
827	negative
828	positive
829	neutral
830	neutral
831	neutral
832	neutral
833	positive
834	neutral
835	neutral
836	negative
837	negative
838	neutral
839	negative
840	negative
841	neutral
842	positive
843	positive
844	negative
845	negative
846	neutral
847	negative
848	negative
849	neutral
850	neutral
851	neutral
852	positive
853	neutral
854	positive
855	neutral
856	neutral
857	neutral
858	neutral
859	positive
860	positive
861	positive
862	neutral
863	neutral
864	neutral
865	negative
866	neutral
867	neutral
868	neutral
869	positive
870	neutral
871	neutral
872	neutral
873	negative
874	neutral
875	positive
876	neutral
877	negative
878	positive
879	neutral
880	neutral
881	positive
882	negative
883	neutral
884	neutral
885	positive
886	negative
887	positive
888	positive
889	neutral
890	neutral
891	neutral
892	neutral
893	neutral
894	neutral
895	negative
896	neutral
897	neutral
898	neutral
899	neutral
900	neutral
901	neutral
902	neutral
903	neutral
904	positive
905	neutral
906	positive
907	neutral
908	neutral
909	neutral
910	positive
911	positive
912	positive
913	neutral
914	neutral
915	neutral
916	neutral
917	positive
918	positive
919	negative
920	negative
921	neutral
922	neutral
923	positive
924	neutral
925	neutral
926	positive
927	positive
928	negative
929	neutral
930	neutral
931	negative
932	neutral
933	negative
934	positive
935	negative
936	neutral
937	positive
938	negative
939	negative
940	positive
941	negative
942	positive
943	positive
944	neutral
945	neutral
946	positive
947	negative
948	neutral
949	negative
950	neutral
951	positive
952	neutral
953	neutral
954	negative
955	neutral
956	neutral
957	neutral
958	positive
959	neutral
960	positive
961	positive
962	positive
963	neutral
964	negative
965	positive
966	neutral
967	neutral
968	positive
969	negative
970	positive
971	positive
972	negative
973	negative
974	neutral
975	neutral
976	neutral
977	positive
978	neutral
979	positive
980	positive
981	neutral
982	neutral
983	neutral
984	negative
985	neutral
986	neutral
987	neutral
988	positive
989	neutral
990	neutral
991	neutral
992	neutral
993	neutral
994	negative
995	neutral
996	positive
997	negative
998	neutral
999	negative
1000	positive
1001	positive
1002	neutral
1003	neutral
1004	positive
1005	positive
1006	negative
1007	neutral
1008	positive
1009	neutral
1010	neutral
1011	negative
1012	neutral
1013	neutral
1014	neutral
1015	neutral
1016	neutral
1017	neutral
1018	positive
1019	positive
1020	positive
1021	negative
1022	negative
1023	neutral
1024	positive
1025	positive
1026	negative
1027	positive
1028	negative
1029	positive
1030	neutral
1031	negative
1032	positive
1033	negative
1034	neutral
1035	neutral
1036	negative
1037	positive
1038	neutral
1039	positive
1040	neutral
1041	neutral
1042	neutral
1043	neutral
1044	negative
1045	negative
1046	neutral
1047	negative
1048	positive
1049	neutral
1050	positive
1051	positive
1052	neutral
1053	neutral
1054	negative
1055	neutral
1056	neutral
1057	neutral
1058	negative
1059	negative
1060	positive
1061	neutral
1062	neutral
1063	negative
1064	negative
1065	positive
1066	negative
1067	neutral
1068	neutral
1069	neutral
1070	neutral
1071	neutral
1072	positive
1073	neutral
1074	neutral
1075	neutral
1076	neutral
1077	neutral
1078	neutral
1079	negative
1080	positive
1081	positive
1082	negative
1083	negative
1084	neutral
1085	negative
1086	negative
1087	neutral
1088	neutral
1089	positive
1090	negative
1091	neutral
1092	negative
1093	neutral
1094	positive
1095	neutral
1096	neutral
1097	positive
1098	negative
1099	positive
1100	positive
1101	neutral
1102	positive
1103	positive
1104	negative
1105	neutral
1106	neutral
1107	positive
1108	neutral
1109	positive
1110	neutral
1111	positive
1112	negative
1113	negative
1114	negative
1115	neutral
1116	neutral
1117	neutral
1118	negative
1119	neutral
1120	neutral
1121	positive
1122	negative
1123	neutral
1124	positive
1125	negative
1126	neutral
1127	neutral
1128	negative
1129	negative
1130	neutral
1131	positive
1132	positive
1133	neutral
1134	neutral
1135	positive
1136	neutral
1137	positive
1138	positive
1139	neutral
1140	neutral
1141	neutral
1142	neutral
1143	negative
1144	negative
1145	neutral
1146	positive
1147	neutral
1148	neutral
1149	neutral
1150	neutral
1151	neutral
1152	neutral
1153	neutral
1154	neutral
1155	negative
1156	negative
1157	neutral
1158	negative
1159	negative
1160	neutral
1161	neutral
1162	negative
1163	neutral
1164	neutral
1165	neutral
1166	neutral
1167	neutral
1168	positive
1169	negative
1170	negative
1171	positive
1172	positive
1173	neutral
1174	negative
1175	neutral
1176	neutral
1177	neutral
1178	negative
1179	negative
1180	neutral
1181	positive
1182	negative
1183	negative
1184	neutral
1185	positive
1186	negative
1187	neutral
1188	neutral
1189	negative
1190	neutral
1191	neutral
1192	positive
1193	neutral
1194	neutral
1195	negative
1196	neutral
1197	neutral
1198	neutral
1199	positive
1200	negative
1201	positive
1202	positive
1203	positive
1204	neutral
1205	neutral
1206	neutral
1207	neutral
1208	negative
1209	neutral
1210	positive
1211	negative
1212	negative
1213	neutral
1214	neutral
1215	negative
1216	neutral
1217	positive
1218	negative
1219	neutral
1220	negative
1221	neutral
1222	negative
1223	positive
1224	neutral
1225	neutral
1226	neutral
1227	negative
1228	neutral
1229	neutral
1230	neutral
1231	negative
1232	neutral
1233	neutral
1234	neutral
1235	positive
1236	positive
1237	positive
1238	positive
1239	positive
1240	neutral
1241	neutral
1242	neutral
1243	neutral
1244	neutral
1245	positive
1246	negative
1247	negative
1248	negative
1249	negative
1250	neutral
1251	neutral
1252	negative
1253	neutral
1254	positive
1255	neutral
1256	neutral
1257	neutral
1258	negative
1259	positive
1260	neutral
1261	negative
1262	neutral
1263	neutral
1264	neutral
1265	neutral
1266	negative
1267	neutral
1268	neutral
1269	neutral
1270	neutral
1271	positive
1272	neutral
1273	neutral
1274	neutral
1275	neutral
1276	positive
1277	neutral
1278	negative
1279	neutral
1280	neutral
1281	neutral
1282	neutral
1283	neutral
1284	neutral
1285	neutral
1286	neutral
1287	positive
1288	neutral
1289	neutral
1290	neutral
1291	negative
1292	neutral
1293	neutral
1294	positive
1295	neutral
1296	negative
1297	positive
1298	positive
1299	neutral
1300	neutral
1301	neutral
1302	positive
1303	positive
1304	negative
1305	neutral
1306	neutral
1307	neutral
1308	neutral
1309	positive
1310	negative
1311	negative
1312	neutral
1313	negative
1314	neutral
1315	positive
1316	neutral
1317	positive
1318	neutral
1319	negative
1320	positive
1321	negative
1322	neutral
1323	neutral
1324	positive
1325	neutral
1326	neutral
1327	positive
1328	neutral
1329	neutral
1330	negative
1331	negative
1332	positive
1333	neutral
1334	negative
1335	neutral
1336	negative
1337	neutral
1338	negative
1339	positive
1340	negative
1341	positive
1342	neutral
1343	positive
1344	neutral
1345	negative
1346	neutral
1347	positive
1348	neutral
1349	negative
1350	negative
1351	neutral
1352	positive
1353	neutral
1354	positive
1355	neutral
1356	neutral
1357	negative
1358	neutral
1359	neutral
1360	positive
1361	negative
1362	neutral
1363	neutral
1364	negative
1365	neutral
1366	positive
1367	neutral
1368	neutral
1369	neutral
1370	neutral
1371	neutral
1372	negative
1373	neutral
1374	positive
1375	neutral
1376	positive
1377	neutral
1378	positive
1379	neutral
1380	positive
1381	neutral
1382	neutral
1383	neutral
1384	positive
1385	neutral
1386	neutral
1387	neutral
1388	neutral
1389	neutral
1390	positive
1391	positive
1392	neutral
1393	negative
1394	neutral
1395	neutral
1396	positive
1397	negative
1398	neutral
1399	neutral
1400	neutral
1401	neutral
1402	neutral
1403	positive
1404	neutral
1405	neutral
1406	neutral
1407	neutral
1408	neutral
1409	negative
1410	neutral
1411	neutral
1412	neutral
1413	neutral
1414	neutral
1415	negative
1416	positive
1417	neutral
1418	neutral
1419	neutral
1420	positive
1421	neutral
1422	neutral
1423	negative
1424	positive
1425	neutral
1426	positive
1427	neutral
1428	positive
1429	positive
1430	neutral
1431	neutral
1432	neutral
1433	neutral
1434	neutral
1435	positive
1436	neutral
1437	negative
1438	neutral
1439	positive
1440	neutral
1441	negative
1442	neutral
1443	neutral
1444	positive
1445	neutral
1446	neutral
1447	neutral
1448	neutral
1449	negative
1450	negative
1451	negative
1452	positive
1453	neutral
1454	neutral
1455	neutral
1456	neutral
1457	neutral
1458	neutral
1459	negative
1460	negative
1461	positive
1462	neutral
1463	neutral
1464	neutral
1465	negative
1466	neutral
1467	neutral
1468	neutral
1469	neutral
1470	neutral
1471	neutral
1472	neutral
1473	positive
1474	neutral
1475	negative
1476	positive
1477	negative
1478	neutral
1479	neutral
1480	negative
1481	neutral
1482	neutral
1483	neutral
1484	neutral
1485	negative
1486	negative
1487	neutral
1488	neutral
1489	positive
1490	positive
1491	neutral
1492	negative
1493	neutral
1494	negative
1495	negative
1496	negative
1497	positive
1498	neutral
1499	positive
1500	positive
1501	negative
1502	neutral
1503	negative
1504	neutral
1505	negative
1506	neutral
1507	negative
1508	neutral
1509	negative
1510	positive
1511	neutral
1512	neutral
1513	negative
1514	neutral
1515	neutral
1516	neutral
1517	neutral
1518	neutral
1519	neutral
1520	positive
1521	neutral
1522	negative
1523	neutral
1524	neutral
1525	neutral
1526	positive
1527	negative
1528	negative
1529	negative
1530	neutral
1531	neutral
1532	neutral
1533	neutral
1534	negative
1535	positive
1536	positive
1537	neutral
1538	positive
1539	neutral
1540	neutral
1541	neutral
1542	neutral
1543	neutral
1544	neutral
1545	neutral
1546	positive
1547	positive
1548	negative
1549	neutral
1550	neutral
1551	neutral
1552	neutral
1553	neutral
1554	negative
1555	positive
1556	neutral
1557	neutral
1558	negative
1559	positive
1560	positive
1561	neutral
1562	negative
1563	neutral
1564	neutral
1565	positive
1566	neutral
1567	neutral
1568	neutral
1569	neutral
1570	positive
1571	neutral
1572	negative
1573	negative
1574	neutral
1575	neutral
1576	neutral
1577	neutral
1578	positive
1579	neutral
1580	neutral
1581	positive
1582	neutral
1583	negative
1584	neutral
1585	negative
1586	neutral
1587	neutral
1588	positive
1589	neutral
1590	neutral
1591	negative
1592	positive
1593	negative
1594	positive
1595	negative
1596	positive
1597	neutral
1598	neutral
1599	positive
1600	neutral
1601	positive
1602	negative
1603	neutral
1604	neutral
1605	negative
1606	neutral
1607	neutral
1608	neutral
1609	neutral
1610	positive
1611	negative
1612	positive
1613	neutral
1614	positive
1615	negative
1616	neutral
1617	positive
1618	positive
1619	negative
1620	neutral
1621	neutral
1622	neutral
1623	neutral
1624	positive
1625	negative
1626	neutral
1627	positive
1628	positive
1629	neutral
1630	positive
1631	negative
1632	negative
1633	neutral
1634	negative
1635	negative
1636	neutral
1637	neutral
1638	neutral
1639	negative
1640	neutral
1641	neutral
1642	positive
1643	positive
1644	neutral
1645	positive
1646	positive
1647	neutral
1648	negative
1649	negative
1650	negative
1651	neutral
1652	neutral
1653	negative
1654	positive
1655	negative
1656	negative
1657	neutral
1658	negative
1659	neutral
1660	neutral
1661	negative
1662	negative
1663	neutral
1664	negative
1665	neutral
1666	neutral
1667	negative
1668	neutral
1669	neutral
1670	neutral
1671	neutral
1672	neutral
1673	positive
1674	neutral
1675	positive
1676	negative
1677	neutral
1678	neutral
1679	negative
1680	neutral
1681	neutral
1682	negative
1683	neutral
1684	neutral
1685	neutral
1686	neutral
1687	neutral
1688	neutral
1689	negative
1690	negative
1691	neutral
1692	negative
1693	neutral
1694	positive
1695	neutral
1696	positive
1697	negative
1698	neutral
1699	neutral
1700	neutral
1701	neutral
1702	positive
1703	neutral
1704	neutral
1705	positive
1706	negative
1707	neutral
1708	neutral
1709	neutral
1710	neutral
1711	neutral
1712	positive
1713	positive
1714	neutral
1715	neutral
1716	positive
1717	negative
1718	positive
1719	positive
1720	neutral
1721	negative
1722	positive
1723	neutral
1724	neutral
1725	positive
1726	neutral
1727	positive
1728	neutral
1729	positive
1730	neutral
1731	negative
1732	neutral
1733	neutral
1734	neutral
1735	positive
1736	positive
1737	neutral
1738	negative
1739	negative
1740	negative
1741	neutral
1742	neutral
1743	neutral
1744	negative
1745	negative
1746	neutral
1747	negative
1748	neutral
1749	neutral
1750	positive
1751	negative
1752	neutral
1753	negative
1754	negative
1755	positive
1756	positive
1757	positive
1758	neutral
1759	neutral
1760	negative
1761	neutral
1762	positive
1763	neutral
1764	negative
1765	negative
1766	negative
1767	positive
1768	neutral
1769	negative
1770	neutral
1771	neutral
1772	negative
1773	negative
1774	negative
1775	negative
1776	positive
1777	negative
1778	negative
1779	neutral
1780	negative
1781	neutral
1782	neutral
1783	neutral
1784	positive
1785	neutral
1786	neutral
1787	neutral
1788	neutral
1789	negative
1790	neutral
1791	negative
1792	neutral
1793	neutral
1794	positive
1795	negative
1796	neutral
1797	neutral
1798	negative
1799	neutral
1800	negative
1801	positive
1802	neutral
1803	neutral
1804	neutral
1805	neutral
1806	neutral
1807	neutral
1808	neutral
1809	positive
1810	neutral
1811	positive
1812	neutral
1813	positive
1814	neutral
1815	neutral
1816	positive
1817	neutral
1818	positive
1819	neutral
1820	positive
1821	neutral
1822	positive
1823	neutral
1824	neutral
1825	neutral
1826	neutral
1827	neutral
1828	neutral
1829	neutral
1830	neutral
1831	neutral
1832	positive
1833	neutral
1834	neutral
1835	positive
1836	neutral
1837	neutral
1838	neutral
1839	positive
1840	positive
1841	neutral
1842	negative
1843	neutral
1844	neutral
1845	negative
1846	negative
1847	neutral
1848	positive
1849	positive
1850	neutral
1851	negative
1852	positive
1853	positive
1854	neutral
1855	positive
1856	negative
1857	negative
1858	neutral
1859	negative
1860	neutral
1861	positive
1862	neutral
1863	neutral
1864	neutral
1865	neutral
1866	neutral
1867	positive
1868	neutral
1869	neutral
1870	neutral
1871	neutral
1872	negative
1873	negative
1874	neutral
1875	neutral
1876	neutral
1877	neutral
1878	neutral
1879	positive
1880	neutral
1881	neutral
1882	negative
1883	negative
1884	positive
1885	positive
1886	neutral
1887	positive
1888	positive
1889	neutral
1890	neutral
1891	positive
1892	neutral
1893	neutral
1894	positive
1895	neutral
1896	negative
1897	neutral
1898	negative
1899	negative
1900	negative
1901	positive
1902	neutral
1903	negative
1904	positive
1905	neutral
1906	positive
1907	positive
1908	neutral
1909	neutral
1910	positive
1911	neutral
1912	neutral
1913	neutral
1914	neutral
1915	neutral
1916	positive
1917	neutral
1918	negative
1919	neutral
1920	neutral
1921	neutral
1922	neutral
1923	neutral
1924	negative
1925	neutral
1926	neutral
1927	neutral
1928	neutral
1929	neutral
1930	neutral
1931	neutral
1932	neutral
1933	neutral
1934	negative
1935	neutral
1936	neutral
1937	neutral
1938	neutral
1939	negative
1940	neutral
1941	neutral
1942	neutral
1943	negative
1944	neutral
1945	positive
1946	neutral
1947	neutral
1948	neutral
1949	neutral
1950	negative
1951	negative
1952	neutral
1953	negative
1954	neutral
1955	neutral
1956	neutral
1957	neutral
1958	positive
1959	neutral
1960	neutral
1961	negative
1962	positive
1963	neutral
1964	neutral
1965	negative
1966	negative
1967	positive
1968	neutral
1969	neutral
1970	neutral
1971	negative
1972	neutral
1973	neutral
1974	neutral
1975	positive
1976	neutral
1977	negative
1978	neutral
1979	neutral
1980	positive
1981	positive
1982	neutral
1983	neutral
1984	neutral
1985	positive
1986	positive
1987	negative
1988	positive
1989	neutral
1990	positive
1991	negative
1992	neutral
1993	neutral
1994	negative
1995	positive
1996	neutral
1997	negative
1998	neutral
1999	neutral
2000	neutral
2001	negative
2002	neutral
2003	neutral
2004	neutral
2005	neutral
2006	negative
2007	neutral
2008	negative
2009	neutral
2010	neutral
2011	neutral
2012	negative
2013	negative
2014	neutral
2015	positive
2016	neutral
2017	neutral
2018	negative
2019	negative
2020	neutral
2021	negative
2022	neutral
2023	neutral
2024	neutral
2025	positive
2026	neutral
2027	positive
2028	neutral
2029	neutral
2030	positive
2031	negative
2032	positive
2033	negative
2034	neutral
2035	neutral
2036	neutral
2037	neutral
2038	positive
2039	positive
2040	neutral
2041	negative
2042	negative
2043	neutral
2044	neutral
2045	neutral
2046	neutral
2047	neutral
2048	neutral
2049	negative
2050	neutral
2051	neutral
2052	neutral
2053	negative
2054	neutral
2055	neutral
2056	neutral
2057	neutral
2058	positive
2059	neutral
2060	neutral
2061	neutral
2062	negative
2063	neutral
2064	negative
2065	negative
2066	negative
2067	neutral
2068	neutral
2069	neutral
2070	positive
2071	neutral
2072	positive
2073	negative
2074	positive
2075	neutral
2076	neutral
2077	positive
2078	negative
2079	neutral
2080	positive
2081	positive
2082	neutral
2083	positive
2084	neutral
2085	neutral
2086	positive
2087	neutral
2088	positive
2089	positive
2090	neutral
2091	positive
2092	negative
2093	neutral
2094	positive
2095	negative
2096	positive
2097	neutral
2098	positive
2099	positive
2100	neutral
2101	neutral
2102	neutral
2103	positive
2104	neutral
2105	negative
2106	neutral
2107	neutral
2108	neutral
2109	negative
2110	neutral
2111	neutral
2112	neutral
2113	neutral
2114	neutral
2115	neutral
2116	neutral
2117	neutral
2118	negative
2119	neutral
2120	neutral
2121	neutral
2122	negative
2123	neutral
2124	neutral
2125	positive
2126	neutral
2127	neutral
2128	neutral
2129	neutral
2130	neutral
2131	positive
2132	neutral
2133	neutral
2134	neutral
2135	neutral
2136	positive
2137	neutral
2138	positive
2139	negative
2140	positive
2141	negative
2142	neutral
2143	neutral
2144	negative
2145	negative
2146	neutral
2147	neutral
2148	positive
2149	neutral
2150	neutral
2151	negative
2152	neutral
2153	negative
2154	neutral
2155	negative
2156	positive
2157	positive
2158	positive
2159	negative
2160	neutral
2161	negative
2162	neutral
2163	neutral
2164	neutral
2165	neutral
2166	neutral
2167	neutral
2168	positive
2169	neutral
2170	positive
2171	neutral
2172	neutral
2173	positive
2174	negative
2175	neutral
2176	negative
2177	neutral
2178	negative
2179	positive
2180	neutral
2181	neutral
2182	negative
2183	neutral
2184	neutral
2185	neutral
2186	neutral
2187	neutral
2188	neutral
2189	neutral
2190	positive
2191	negative
2192	neutral
2193	positive
2194	neutral
2195	neutral
2196	neutral
2197	neutral
2198	neutral
2199	positive
2200	negative
2201	negative
2202	neutral
2203	neutral
2204	neutral
2205	neutral
2206	neutral
2207	negative
2208	neutral
2209	negative
2210	neutral
2211	neutral
2212	negative
2213	positive
2214	positive
2215	neutral
2216	neutral
2217	positive
2218	neutral
2219	positive
2220	neutral
2221	neutral
2222	positive
2223	neutral
2224	neutral
2225	neutral
2226	negative
2227	neutral
2228	neutral
2229	neutral
2230	negative
2231	neutral
2232	negative
2233	neutral
2234	neutral
2235	neutral
2236	positive
2237	neutral
2238	neutral
2239	positive
2240	neutral
2241	positive
2242	negative
2243	neutral
2244	neutral
2245	neutral
2246	neutral
2247	neutral
2248	neutral
2249	neutral
2250	positive
2251	neutral
2252	neutral
2253	negative
2254	positive
2255	neutral
2256	neutral
2257	neutral
2258	neutral
2259	negative
2260	neutral
2261	negative
2262	neutral
2263	neutral
2264	neutral
2265	neutral
2266	negative
2267	neutral
2268	neutral
2269	neutral
2270	neutral
2271	positive
2272	neutral
2273	neutral
2274	neutral
2275	neutral
2276	positive
2277	neutral
2278	negative
2279	neutral
2280	neutral
