tweet	label
le gardien du chabab massira baye3 l match wayeni mkelekh hada	neutral
الله يوفق صوت رائع'	positive
lmohim mr7ba bik je suis le sheriff hna lmkhzn	neutral
hh hadik lbnt li 9alt ihaab aktar chohra 3ndna f lmghrib mn khanan odina omaraouan	neutral
ادم ماسينا لن يلعب للمغرب و لا يعترف بأصوله فلا داعي لمتابعته'	negative
استغلال سيارات الدولة فالسفريات والعطل نوض صداع بين الاغلبية والمعارضة بجماعة كلميم والملف وصل للوالي,	neutral
ok ana man casa lmohim ghda ntaf9o nchalah	neutral
تحية نضالية كلنا نبيلة منيب	positive
يفرحون بما ليس لهم و ما لا ينتمي لهم '	negative
تقرير رسمي: رقم معاملات تجارة الشراب والقمر والكَارو فات 32 مليار درهم,	neutral
anari mal saad o da3ch mafhamtch	negative
بيان مشترك. اسبانيا: المبادرة المغربية للحكم الذاتي هي الأساس الأكثر جدية وواقعية وصدقية لحل هذا النزاع,	neutral
المهم بنكيران ماكيديرش المرقة	positive
fati alah ykahli lik ma 3ziz 3lik momkin thadri m3aya prive baghak darori	positive
سؤال غبي يستحق هذا الرد الساخر من الرئيس الفرنسي ماكرون'	negative
هذه القناة هي اصلا قاطعها المغاربة لانحرافها عما هو موكول لها.ففي افلاسها ليس خسارة للمغاربة بل تحررا من البرامج المدمرة'	negative
المغرب،دولة متخلفة بكل،المقاييس.زعما الدولة مسكينة عندها الكريدي،بزاف.ولكن اين هي،الثروة بطبيعة الحال،موجودة في،بنوك سويسرا	negative
ربي يوفقك ويحفظك'	positive
kayn chi mayt9sa 3awnona please sawto 3la ibtissam lmaghribia f	positive
زيادات صاروخية فثمن الحوت فأسواق الناظور. ومهنيين لـ”كَود”: السبب هما ناس الدلالة فسوق الجملة ديال بني نصار,	neutral
lah iwaf9k khoya ihab o rak nta howa top incha allah ya a7la ihab	positive
bzaf 3alik rajel maghrib	neutral
اساندك يا اخي ولما لا ففي البرلمان اسماء لم تحظر الا مرتا في اربع سنين وهذا سيكون افظل مكان لك ان تيكون اسمك موجودا به يكفي فقط ان تأتي مرة في هذه. المدة وتقاعدك مظمون. بعد ذالك ولا اخفي عليك ان كل البرلمانيين معاقين وليسوا اقلك '	positive
wayiih wahed khayna dar bhal hok mchit lhssabo l9ito chouha 9etlih sir hayed dak 3jeb o ji nta9ed b osslob zwin	negative
الانتخابات الرئاسية الفرنسية. المعجزة ما طلعاتش ولد طنجة للدور الثاني واليمين المتطرف قريب للاليزي. بوبين وماكرون فمواجهة مختالفة على 2017,	neutral
9al makayd3am ta mghribi fstarac hit makayamanx bmawhibthom ya3ni la hanan wala ihab	neutral
nari wajdo rasskom salit lmkom makayn ghir nihilism 24h24h	negative
2ème au monde f sida b2i7sa2iyat mn maw9i3 mwtoo9 jonod d franca kano fach kaysaliw jmii3 ljamajiim d jdoodek knao kaydozo ldyoor y7wiww jdaatkoom wmawatkoom 100 dar da3a f l3asima morkhasa momtila 2iba7iya mn bladk li t2sat 1962 dat a7sen p or ns tar	negative
tiskatyin diro follow l ihaab wldna	neutral
safi ana ndir tof souhila o nktb algerie o nbda nsb f ihab ach ban lk daba machi sahla ntmna tfhmo o tchofo kass mlyan	neutral
انا اشفق على أبناء هذا الجيل فهم تائهون لا يعرفون طعما للحياة .فما جاءت به العولمة والانترنت والفضائيات أفسد وأجهز واعدم آخر عهد للحياة الجميلة والبساطة'	negative
خمس سنوات ياخي لاتكفي لإصلاح مافسدته الحكومات السابقة.والله العظيم لن تكفي 10سنوات لانهم اغرقو المغرب في مستنقع الفساد والديون	positive
عذراً" أديسون" : الــمــغــرب هــو مصباح العالم'	positive
w 7na bghina nchkrook 3la bzzf d l7wayej ktrf3 rasna ka fans dyalk kt9dm lina a3mal f lmostawa lah ykhlik lina a l3zeez lt3	positive
hh ohoyawa khllina dakchi l ktama d	neutral
الكَيرا فأوكرانيا. الرئيس زيلينسكي: توصلنا بالسلاح من حلفاءنا. وروسيا اعتارفات بمقتل عسكري وآخرين غبر ليهم الأثر,	neutral
kinte ghadi nji le mall walakin dommage nta drti flash khayb	negative
خسرتُ الكثير وما زلتُ أخسر'	negative
bghit ndir chi blan koulchi kayn walakin malghitch m3a men	negative
“البي جي دي”: الحوار الاجتماعي مبلوكي وتطبيق “التأمين التكافلي” تعطل بزاف وخا كل النصوص القانونية والتنظيمية الخاصة بهاد الضوصي واجدة,	neutral
hit lgol mo 9a7ba aslan lkora li jat bit	negative
اذا كانت دموع محمود عباس حقيقية في جنازة بيريز فكذلك دموع بنكيران هه	negative
no hiya hadik hh	neutral
dawiw ma3aha tafi9 chwia rah fi dar ghaflon radi takharj 3ala bantha	negative
المونديال للاسود اللذين كافحوا من اجله وحققوا التأهل لا للخونة '	negative
ana la ahtamo bihada lkalam ana wa3ya o 3arfa kola wahad o wijhat nadaro li lmawdo3	neutral
واش الميراوي بدا كيبلاصي صحابو فالمناصب العليا؟. تعيين أستاذ بجامعة القاضي مديرا للشؤون القانونية والمنازعات بوزارة التعليم العالي,	neutral
nonoo ina rifia raha sakna f rbat ghi aslha man nado w kathdr ac ihab darija normal	neutral
hada howa sa7i7 ou lakhor mas7ih	neutral
بعد مقالات “كود” على تضارب المصالح فجماعة الرباط. رؤساء الفرق ناضو للمستفيدين من “كعكة” المصالح والعمدة اغلالو واعدات بتطبيق القانون ومراسلة الولاية,	neutral
ana déja swat min ch7al hadits7ab li wach bdat ljawla taniya	neutral
عندو الزين عندو سعد ولد بلادو ❤❤❤'	positive
sa7rawya maghribya man dakhla w3aychin wmkinch hadchi ila f dz aji 3dna 3aychin bikher f watanna meghrebman antom	neutral
أعـشــقك فــي كل مديـنة في كل مكان في الكــون'	positive
هه زوينة هادالهضرة علاه الحكومة مافراسها ماتعاود دابا الداخلية كاتخدم من راسها لاحول ولا قوة إلا بالله	negative
daba ana ktabt lih 9bayla	neutral
نيويورك تايمز : افتتاح قنصلية أمريكية فالداخلة كان على جدول أعمال قمة النقب وها باش طالبات الدول العربية,	neutral
aah tffekerte nhar sawbte lik 9e8wa 😂😂	neutral
kanchkor ga3 nass li 3aydoni be 3id miladi merci bzaff likom kanbrikom kamlin💐💐 et merci encore une fois	positive
nta li wa3r a khoya	positive
lbnat bach maychghlonach 3la lmossaba9a dak lfans li tayhajem daba diro bolquer signaler o thnaw daba machi w9t lhdra	negative
دة قمه الفساد يلا روح على الفندق فى الرياض عند عمك محمد بن سلمان'	negative
تحية لكم ولحزبكم. والسلام عليكم"'	positive
خطة المدرب فشلت'	negative
yehdik llah homa 3la a9al me7tarmin bladna we malikna we dik khanzat dyal zit kafour li nhar we ma tal ysebo bladna we malikna	neutral
sara7a machi dima ana kent tan9elab nit 3lih 🤣🤣🤣🤣🤣 ta wset followawni chi ps ga3 dok lli mazal badyin 😁😁😁	neutral
رأيك يحترم لكن أنا ﻻ اتفق معك.مادا سننتضر أدن من العدالة و التنمية إدا كانوا لا يحكمون؟ فليغادروا المشهد السياسي ادا كانوا صادقين مع الشعب.	negative
si tu tweets o nta sahi rak ghir katkhawer	neutral
أخنوش: واخا الظروف صعيبة. عندنا تمويلات لتنزيل الحماية الاجتماعية وحنا كنوجدو مخزون استراتيجي غانزودو السوق الوطنية بالمواد الغذائية والطاقية الكافية فهاد الشهر,	neutral
تحياتي لرئيس الحكومة عبد الإلاه بنكران'	positive
khoya chof wach mabanlikch monroe f had la photo 😉	neutral
لعنة الله على أصل مكم'	negative
زدتوا فيه بعدا من بنكيران شوية بعد هوا رآه دار شي حاجة انا غنصوت عليه مغنخليش الفرصة لوحداخر عاد يبدا	positive
لا يوجد في قنافد البرلمان أملس و ابن كيران هو أكثرهم شوكا إذن بلا مدافعو على حتى قنيفيد منهم كلهم بحال بحال زيروو	negative
قوم ادا تركوا للقدر سياتون على الاخضر واليابس.قوم لا يميلون الى البحث عن عمل.قوم يتسولون . يريدون العيش عالة على عباد الله.لدلك وجب تاطيرهم '	negative
نعمة و تستاهلينها'	positive
yedi bda kaydrrni wach mazal matla3 f trend	neutral
الله يوفقك وحنا ديما فنتظار الجديد♡♡♡'	positive
kichri m3ahom m3refa 3la 9bel followers w bach fach tji okhet ystdifha momo	neutral
عيب حتى حاجة ماتفرح، حيط بلا أساس و المياه تغمره، فين المهندس، المقاول، الجماعة '	negative
لأنك راجل و ابن راجل و ابن أصول ❤️'	positive
akiid e7na ma3akoum ana kanswet daba wba3d lftor nkmal	neutral
daba ghi binatena 59 matou f o makeyena 7eta tasswira wa7eda fiha les victimes ma9touline tanz 3akeri hada	negative
makin ghir tamara 7ata 3yina derb omar	negative
ntmna ya rab twf9i o ytnwer derbek o y3tik 3la 9ed nytek tayba	positive
hh mskin kan y3ani mn had al 3anza	neutral
ila nsito nfakrokom walakin la7enach li ki horokom inchallah cl ou botola 20	negative
إنه'	positive
hna f settat lbatikh o dalah desserts mojoud	neutral
يا ربي سلامة o o كنتمناو متكونش شي حاجة خطيرة	positive
anis hilou wa mabelle malikkate el jamale lemma ikounou m3a ba3dh ya rabbi 3assaleya rab ehfad7oum min elachrar	positive
بالصحة والراحة'	positive
أحسنت قولا، وهذا هو كلام الانسان المثقف الواعي الحر، وليس من سيصوت للعدالة والتنمية الا فقط لأن البام ضدهم، هذا هو الغباء بعينه	positive
أخ على اسئلة كدسولو فخبارك لي مصور هذ فديو تريكتو خذاة الزريعة من عند النصراني'	negative
وحقيقة ان المملكة ألعربيه السعوديه غنيه بكل شيء'	positive
قضية اعتقال شباب فقهوة قبل الفطور. العدد وصل لـ38 وكلشي تطلق. ومصدر لـ”كود”: تقلاب البنات اشاعة وكذوب. وتسجيل صوتي: اه قلبونا,	neutral
انت فخر ومثال ف الكفاح والنجاح وهذا اكبر دليل ان نجاحك بلاواسطه '	positive
.فحتى المغرب لا يتشرف بلاعب متلك و لا يشرف ان تحمل قميص الاسود '	negative
ah larbet weld 9e7ba walakin 7na 7wawna les joueurs dialna bla matb9aw tkedbo 3la rasskom	negative
#لا_لتكوين_ثان_بالمراكز"'	negative
kandoun ouii hit mhat 3andha 2 jours hadi ml9athach o rej3at 3andhaa	neutral
llah yr7mo drob lia 3la adidas palace	positive
nti hmara w mreda wbagha tjbdi sda3 aji mrehba tfo syad kayhder 3la haja fchkel o nti kadkhli lbrhuch flhdra htarmi	negative
hadchi li 3aref ta ana baghi n postuler hh kat9ra berra w safi hadchi li 3aref hna makayen walou	neutral
chi 7a9d 3la shi w dnya 7a9da 3la klshi jajaja	neutral
أحبك في الله بنكيران.نحن معك في الحكومة في المعارضة مسجونا حيا او ميتا رغم أنف الحاقدين إلى الأمام سر	positive
hh 3lina o3lik hadi chno ntssahro biha	neutral
نشكر تعليقك ومرورك متابعنا الكريم، '	positive
svp imkan n3arfo mnak imta ghadouz had l7al9a	neutral
استنفار أمني فباب مليلية. المواطنين فالناظور خرجو حتى هوما كيتسناو السلطات تفتح المعبر الحدودي – تصاور,	neutral
hh hardart jomhorha la fi3lan kadahko lach mrakzin m3aha ama kayn bin li kaydir dakchi 3alanan ou li khbit bhal bohila	neutral
hana maakom db ghir knt mxghol xwya	neutral
من يدعي أن حكومة الإسلاميين لا زالت تحظى باهتمام المغاربة فهو إما منافق كاذب أوجاهل أو من شبيحة حزب بن اكيران وأتحــدى من يتبث العكس.	negative
تفلس القناة الثانية او لا تفلس فهي لا تصلح لشيء .فالقناة التي تكرس الجهل والامية في اوساط الشباب ببرامجها المتعفنة ومساسلاتها المكسيكيكية المدبلجة بالدارجة'	negative
follow hna a5ti rah 3awna f vote	neutral
ahh hata ana 3atito odb jat wahda khra yalahh lila hadii	negative
ياارب كل التوفيق لك يا ملاكي الله معاك يحفظك ويقويك ويعلي نجاح اكتر'	positive
sokte o siri deri hijab moskha	negative
madanit natfarqu man ba3d 3ashratna ya khti ualaftek uanti ualaftini 3biti m3ak alqalb yali nsistina u m3ak dikrayat manansak matansini	neutral
babak ydir lik tahtah hit ba9a cha3la daw htal had sa3a siri tnohno ya momo	negative
سلمت اناملك اخي نعم القول'	positive
احب إفران و بالأخص في فصل الشتاء و من أجمل المناظر الطبيعية في فصل الشتاء'	positive
wa melli 9al liha natrinik ya3ni rah safi mtaf9in w kolchi mohim 7na natrin ta 7naya m3ah hh	neutral
هه بنكيران قتل الشعب غير بالزيادة والكدوب 😕	negative
جريدة فاشلة'	negative
بسباب الذبيحة السرية والغش فالسلعة وعدم إخضاع البهايم للمراقبة البيطرية. ابتدائية فاس ضربات جوج كَزارة بالحبس النافذ,	neutral
katji zwina besrawel omakatlbeshomx xkon had lkherya hadi hh z3ma hit howa titiz bax hiya kolha tbghi tban zwina hdah 😒😒😒	negative
السلام عليكم افيقو المغارب هذ فقط مضوع فتنة سياسية كي يفعل السيتسيون مايشاؤن في ضل الفتنة هضر على الزيادة على الوضيفة على الاجور'	negative
monkar ntouma li dartouh ya wjah lwil li kathadro f sahra li aslan ma3roufa maghribiya w mali nchart had tweet ya3ni m3tarfa bh	negative
aji ngolk 3lach fach nasim kibosha fhnakha wla ihab hta wa7d makidwii	neutral
يا ودود يا ودود يا دا العرش المجيد يا مبدئ يامعيد يا فعال لما تريد أسألك بنور وجهك الدي ملأ أركان عرشك وأسألك بقدرتك التي قدرت بها على جميع خلقك وأسألك برحمتك التي وسعت كل شيء لا إله إلا أنت ، يا مغيث أغثني '	positive
“كَود” تنفرد بنشر تفاصيل الشكاية اللي كانت سباب فتفكيك “إمبراطورية الفايق”. تحطات فبيرو الوكيل العام ففاس أواخر 2018 مع تقرير ديال المجلس الأعلى للحسابات,	neutral
hh daba chkoun li bitala khayba lah y3fou we saf	neutral
العقول الضعيفة شحال ساهل تنصب عليهم من حد فحال هذو باقين فالبلاد عمرنا نديرو شي وزة'	negative
هل تعلم :أن ملكنا صاحب أقوى اصلاحات في العالم العربي بشهادة الغرب والشرق؟'	positive
3amli like l page t fox music w l photo bety w plz chofi ashabik f fac yi3malo nafs chi lyom elakhir w hiya 2	neutral
وزير الخارجية الإسباني دار اجتماع مع رئيس حكومة مليلية باش يحسمو فتاريخ فتح المعابر الحدودية,	neutral
الفيدرالية البيمهنية لقطاع الدواجن كتحذر من الاحتيال بسباب التخلويض فترويج وبيع منتجات “بيو” مغشوشة,	neutral
chawe9tini nt3aref 3liik chakhssiyan walah tbakelah 3lik benisba drari hna ma3andna drari sghar ana sghira fdar hh	positive
ميناء طنجة المدينة استقبل أول رحلة بحرية للمسافرين جاية من إسبانيا بعد عاماين من البلوكاج,	neutral
اليوم غادي تبدا أول جلسة ديال محاكمة “امبراطورية الفايق” قدام جنايات فاس,	neutral
sa3datak d3i m3ana l3o9ba lina salom o bety	positive
hh tatw9a3 mli tabghi haja yalah tat3akal lik lmsayilwach sma3tiha ola ghatsnay momo inazal l7al9a had l3chiya	neutral
ah l admin ghlet lih f smia	neutral
ana f khedmaa kayn chi lien fach ntfareej	neutral
وفين الحق الدولة على المواطن .العيش الكريم .الشغل .الصحة .التعليم'	negative
مزرعة سرية ديال “البيتكوين” والاتجار فالمخدرات والسلاح وتبييض الاموال ورطات مغربي مع ريزو اجرامي كبير فاسبانيا,	neutral
مذكرة حطاتها نقابة موخاريق لرئيس الحكومة قبل فاتح ماي. كتطالب بزيادة 100 درهم فصاليرات الموظفين والرفع من السميكَ فالقطاع العام لـ400 درهم,	neutral
machalah 3alik haifa dima mnawra	positive
الله انتقم من هاد الحكومة هي ليوصلاتنا لهاذ الحالة .شحال هادي ودعنا القمع ديال السلطة وهاد الخوانجية رجعوه	negative
لتسريع الإنعاش السياحي فبلادنا. “لارام” زادت من الرحلات الجوية بين 9 مطارات مغربية و77 مطار فالعالم وقدمات عرض كيوفر 6 ملاين بلاصة لهاد الاتجاهات,	neutral
لا كلاص وهمّا 😎	neutral
بنكيران داير ليكم الحرقة بكترت ماجميع الأحزاب كاتهاجمو الناس تعاطفت معاه	positive
twitter dair b7al rap maghribi kol mara iban bnadm o kitfaa o ban w7d jdid	neutral
الصحراء مغربية نجول فيها شمالا وجنوبا ونتمتع بخيراتها البرية والبحرية ونتوما كلسو تقولو غربية ولا شرقية ولا ميركانية '	positive
bezzaf 3lik ya bou lbbader khawyine	neutral
لن تفلحون أيها الجبناء بتدمير الأوطان العربيه والاسلاميه أيها العنصريه ليبيا بلد عربي إسلامي'	negative
الوداد اكبر فريق في المغرب'	positive
أصدق سياسي مغربي مر على الحكومات المتعاقبة '	positive
nihad goli li wach nti likonti f barnamaj 3la medi1tv m3a zinb osama lbarh hit smitha nihad	neutral
خاص. تفاصيل جديدة لـ”ضربة معلم” فقطاع الصحة: البوليس جبدو ملفات المخلوضين فالمال العام بوزارة الصحة بعد شكاية حطها ايت الطالب فـ2019 ومصدر لـ”كود”: الوزير عجباتو الخدمة لي دارت الفرقة الوطنية,	neutral
المواطن لن يسد جوفه إلا التراب. ونتمنى ولاية أخرى لهذه الحكومة	positive
hh bezaaf lmochkil homa baghin ydiro dakchi professionnel cover w morah teaser w morah clip sa3a tiskatyin ma hennawhch	neutral
kalt lia mamak ma kaynach jiti wla baki	neutral
تستاهل كل خير 😘 يارب يحفظك يارب 😘 😍 احناا فخورين بيك'	positive
كلام في منتهى الروعة'	positive
القوميين الإسبان فجزر كناريا ما عجبهمش الحال من بعد اكتشاف 2 مليار برميل ديال النفط فسواحل أكَادير,	neutral
ta ana wllah ewa 3ndk chi khbar imta do3a2	neutral
on dirait les evangiles starf dakchi matanteye9ch bih	neutral
machi tbe3d niit hit houa li baghi liha lkhir tema mais dir lhodod safi	neutral
d ajmal issme f 3alam p metcharfin	positive
من العار أن يبقى ملف هؤلاء الدكاترة العاملين في قطاع التربية الوطنية عالقا في دهاليز الحكومة ووزارة التربية الوطنية'	negative
kheti salma nechri kif ma bghiti momkin tnechri bla ma t7eti tag ibtissam wila bghiti t7otih machi mochkil w nochri bra7tek	neutral
anis ana amina men lmeghrib nebghiwk bezaf rak cherefti lmaghrib l3arabi khalik m3a hanan o ihab o nassim	positive
الفن تعفن لا لحن لا كلمات بحال اعمالهم بحال اخلاقهم بحال كمامرهم'	negative
علماء الكلام الفارغ لا يزيدو و لا ينقصو البشرية بشيء'	positive
khlik f l blue dialk nti hssn 😒😂😂😂	negative
salam ibtissam choufi rah duetto dialk m3a abdesalam rah zwin bezf	positive
alves f psg kndwiw ela db	neutral
خبر سار لموظفي الصحة والأسر ديالهم.اتفاقية بين ايت الطالب والخليع باش تخفض ليهم اثمنة التذاكر فالتران لـ40 فالمائة,	neutral
بحضور وزيرة الانتقال الطاقي…تقرير على أرباح شركات المحروقات ب17 مليار درهم نوض قربالة فالبرلمان. ومسؤول سابق ف لاسامير: هاد الرقم كذوب وجا بتقرير عامر مغالطات,	neutral
واش ماكرون غادي يدوز للخطوة لخرى ويعتارف بمغربية الصحرا ويكون اول دولة غربية تفتاتح مكاتب ليها فالعيون او الداخلة؟,	neutral
السلطات المحلية فطرفاية وبتنسيق مع الجوندارم لقاو مخبأ سري ديال الحراكَة وسط الصحرا,	neutral
أقــسـم بـالله العـلي العـظيـم أن أبـقـى وفـيا لـمـلـكـي ولــوطــنـي	positive
walayn3l tbonmhom santi mn dak l3am m3rofa rjlih mchat w may9dch yl3b ktr mn 15 matchs w houa mprete wilshere w mkhli l3ahattfo	neutral
tali9 ila bisadara tiksatt ibtissam	positive
pas le choix 😭😭 ghadi nmchi bkri w safi ba9yine ka ykhrejou bnadem m3a 18h	neutral
mcha chaf profil dyala 3ad 3ala9 yak a khti mhm ana 9otlek cheno fhamt ou ntina kima bghiti tfehma fehma	neutral
tarikt l3ahira chno kadiro hna katmoto 3la khalijiyin w lobnaniyin siro diw hanan lrafa	neutral
ورغم هذا لازلنا نعاني من الغلاء والفلاحة مابغاوش يوعاو ويديرو حد للوسطاء والسماسرية .الله يعفو علينا من هاد الناس '	negative
و انت انتقمت منه بضرب قوته الشرائية و تجميد الاجور و الاجهاز على مكتسباته . و عفا الله عما سلف للفاسدين و رفضك التنازل عن التقاعد الوزاري وو	negative
جميعا من اجل ولاية تانية لحكومة بنكيران ان شاء الله تعالى	positive
ana moujouud nmchiw ndirou chi marrakech une fois ytel9ouna	positive
تحياتي للمغاربة الاحرار برافو عليكم'	positive
ana mabghitch ndou9 bghit nakol onghamas hh	neutral
walah hta mardouni bach ynakhlo bnadam ou ybloquiwh ou ydiwha ghir fhanan ou kifach n3awnouha m9ablin lbrahach	negative
ها العرض الحكومي اللي غادي يقدمو أخنوش اليوم للنقابات قبل التوقيع على الاتفاق الاجتماعي. محيدة فيه العقوبات الحبسية من قانون الإضراب,	neutral
أختي نجوى الغالية ربي يحفظها راك غزالة مشاء الله'	positive
hakim nta ba9i katfaraj fhanan ou kad3amha oula la mani khraj anis mab9itich katfarj fiha	neutral
على حلاوة دك الدلافين بصحتييك'	positive
على اساس بنت بنكيران عندها القدرات او الدبلوم اللي كان مطلوب الله ياخذ الحق في الظالمين	negative
ihab 3lach makadfa3ch 3la bant bladak ra bhal 5tak o mat5ali ta had idhak 3liha 3afak o hadarha man ba3d nas	negative
mskin o hwa mnin 9aliha bla terbaya bla akhla9 mslahjya ananya matjrhatch ach ngoulikom lah y3tikom l3z ama dl rakom fih	negative
هادي أجندة وزير خارجية مريكان لي جاي للمغرب وغادي يتلقا محمد بنزايد ويدوز للجزائر,	neutral
hadak louiyen lli dkhel f llekher 3iyan asmitou déjà	negative
القمر لا يسمن ولا يغني من جوع التعليم والصحة أولى بهذه الأموال اما اذا اردتم ان نقول بأننا ننافس اسبانيا وفرنسا في الفضاء فلكم ذالك نحن فعلا كذلك'	negative
ga3 dakchi li rd3ato matfere9ch mzyan 😶	negative
choufo o dak l9e7b dail macdo siro instagram sawri ta tramtek tji lhana tbkia t3i9i 3lina b jouj fritat dailk	neutral
كَارديان ديال الطوموبيلات فتطوان دار كارثة وصيفط دري صغير للصبيطار فحالة خطيرة,	neutral
3mr jbnakoum fl3ib o btissam da3maha fa soit tb3duna soit ntuma lkhasrin hna wslnaa khliwna zwinin okayn tiskatyin da3minha	positive
السياحة والمتعة في شلالات أوزود بالمغرب'	positive
: قولها ليهم، راه بنادم في راس كياص، الأب ديالي استاذ ثانوي مند ستينات، سيد بنى فيلا و ديور و قرأ جل ابنائه ف…	negative
الوادافاكية: زوجة اليوسفي تعزي جلالة الملك في وفاة زوجها	negative
man famok lsidi rabi walakin bayna ghadi ydiro tazwir o yarb7o lmoharij bach ykamlo lfilm al iba7i m3a lmadlola	neutral
ضحايا إرهاب البوليساريو فكناريا : خاص الجبهة تعترف بجرائمها وتعوض الضحايا اللي تخطفو وتغتالو,	neutral
نادي قضاة المغرب لوزير العدل وهبي: مافهمناش علاش هاد التعتيم على مشاريع تعديل القوانين التنظيمية ديال السلطة القضائية,	neutral
#مصير_خريجي_البرنامج_الحكومي_إطار_تربوي_مسؤولية_رئيس_الحكومة'	negative
أسي بنكيران [[PHOTO]]	positive
قضية البرلماني الفايق واللي معاه رجعات ملفات ثقيلة للواجهة. الغلوسي: الفساد كيضيعنا ففلوس صحيحة وكيستنزف 5 فالمية من الناتج الداخلي ديال بلادنا,	neutral
مسكين الشعب المغربي. غريب في بلاده و غريب في غربته و الحولي يرعى في الزرعه'	negative
أحسنت يا أختي انا من تشاد شكرا كلامك صحيح'	positive
hh fhamator ma3arfnach 3lach dawyin	neutral
yaa rab w chokr el akbar lik adam	positive
hahaha ach jab 3roubi lrbatiyin 😂😂	negative
galik el hassouni dafe3 certificat fiha 23j o lyoum ti trini 3adi 9awdoha l wydad ila kant besa7	negative
hadak li 3amel follow le btissam tle3 faux compte	neutral
للأسف سوء التسير و سياسة القناة هما السببان الرئيسيان وراء ما يجري في القناة'	negative
الدكتور التازي مزال غايبقى فعكاشة… طلب تمتيعو بالسراح المؤقت ماتقبلش,	neutral
khaalilii ana libtissama wa had lweech lfar7aan yaraab dayman far7ana yarab 2albi tayr tayaran 😍😍😍😍😍😍😍😍😍	positive
باقي الحال هه	neutral
وزير خارجية الصبليون على تصريحات تبون: ما ندخلوش فالبوليميك العقيم مع الدزاير وقرار بلادنا على الصحرا سيادي وداخل فالمشروعية الدولية,	neutral
تأسيس جمعية “أصدقاء المغرب” فالمكسيك وتنظيم رواق مغربي على تنوع حرف صناعتنا التقليدية وها رد البوليساريو,	neutral
hh ana saraha dahkouni ma9dartch nasbar man kalakh dyalhoum safi hadi akhir mara najbdhoum	neutral
منظمة دول شرق بحر الكاريبي فتحات تمثيلية دبلوماسية ليها فالداخلة – تصاور,	neutral
مزاجية الوزير ميراوي دفعات بمسؤولين كبار فالتعليم العالي بتقديم الاستقالة باش يحط صحابو فالمناصب العليا وغضب كبير وسط أطر القطاع,	neutral
tstahl ktr mn had chi a saad nta chrfti loghnya lmghribya	positive
أشكرك على صدقك و تفانيك وأسأل الله أن ينجيك من كل سوء وأن يجعل لك طريق لنجاح. إنه سميع الدعاء."'	positive
بحال اصلاح صندوق المقاصة بالنسبة للمحروقات'	negative
hh hania aslan gheda khedam b lil kansbe7 na3es 😂😂	neutral
non sur radiorah tit3ada la semaine jaya f tv	neutral
ماشاءالله صوتك جميل وغنية اجمل بس ناقصك يانجوئ فرقة رقص وغنوة حماسية عشان تكوني الأفضل المخرج ولبسك حلوو'	positive
ما من نعمة في الكون مثل ان تكون مسلما يكفيك انك في ظل رحمة الله ودائما بابه في انتظار عودتك'	positive
sada9tha m3ah had chi li kan3raf homa baghin yat7akmo fiha	negative
واش غايوقفهم بنموسى؟. صحاب المدارس الخاصة كيهرفو على الضرائب وكتسالهم الدولة باغين يشعلو الفتنة فالبلاد بزيادة 400 درهم على الأسر العام جاي,	neutral
