tweet	label
Orí mi kà á gbé s'ógun, àjàyè ni mo jà	positive
RT : Bi o tile je wipe mi o ri eran Ileya je, sugbon Iresi ati itan adiye ti emi naa je lonii dun pupo, aje ponula ni	positive
16. Kí ló fà á tí a fi ní """"""""iyán l'oúnjẹ, ọkà loògùn, àìrí rárá là ń jẹ ẹ̀kọ, kẹ́nu má díẹ̀ n ti gúgúrú? #ibeere #Yoruba	neutral
Ohun tí wọ́n gbé sí alákọrí lórí nìkan ló mọ̀, ó rò wípé a ò tí ì máa ka ọjọ́ kí ọlọ́ṣà tó ó dé. #OsuLe #Yoruba	negative
RT : FAAJI N SAN SPECIAL. E dara mo molebi alayo nni lori eto ni asale oni. E yi redio yin si ikanni Lasgidi FM 90.1 lati je i…	positive
Orúko mi ni Tolulope ọmọ Ogunleti, ọmọ bíbí ìlú Lanlate ni ìpínlè Ọ̀yọ́.Ojúlówó ọmọ Yorùbá ni mo je,mo nifẹ si dodo lọpọlọpọ😉 #TweetinYoruba	positive
RT : Ẹyin ọmọ kaarọ ojire. Ẹ ku ojumọ o, Ojumọ ayọ ni yo jẹ fun gbogbo wa o, Àmín __RT"""""""": Ẹkú ojúmọ́ o. Ṣé dáadáa l…	positive
Ǹjẹ́ ìran #Itsekiri bá Yorùbá tan? Ìbátan ni Ìbíní àti Ìtṣẹ̀kírì na? #Warri #Benin #Yoruba	neutral
Irú ògùngùn wo nìyẹn o!	neutral
Ọmọ Èkó wo bọ́nà ṣe rí, #Oworo sí #Anthony náà ni	neutral
Bí ẹni fi apẹ̀rẹ̀ pọn'mi ni ọ̀rọ̀ wa rí ní #naija	negative
Bọ́dún 2017 ṣe ń lọ sópin, ẹ̀rọ̀ pẹ̀sẹ̀ ni a ó fi lo èyí tó kù kí ọdún yìí ó jálẹ̀. Ẹ̀rọ̀ pẹ̀sẹ̀ náà la ó fi lo ọdún tuntun láṣẹ Elédùmarè.	positive
""""""""Mélòókan"""""""" ni mo wí o. Gbogboyín lẹ ṣe pàtàkì. :)	positive
Ó dìgbà tí ètò ẹ̀kọ́ orílẹ̀-èdè #Nigeria bá gbé pẹ́ẹ́lí ju tìsẹ̀hín lọ, tí a ò nílò àti sọdá òkun tàbí ọ̀sà lọ k'ẹ́kọ̀ọ́. #Ominira	neutral
Ah! Ẹṣé. Òtítọ́ ni Yorùbá dùn púpọ̀. Gbogbo ẹ̀ ti yé mi báyìí. :)	positive
RT : Òkóbó ò le è fi alátọ́sín șẹ̀sín. Òwe míì fún ọ̀ràn Ọọ̀ni àti Elékòó. #Yoruba #Oduduwa	negative
Títóbiolúwa The greatness of the lord	positive
Alàgbà Akẹ́lẹ̀ tún fi dáwa lójú wípé àwọn yóò kọ́ agbègbè ilé-iṣẹ́ sí #Ikorodu #Epe tí yó pèsè iṣẹ́ fún ọ̀dọ́. #Apero2015 #NCP	positive
Wọ́n á tún pín ìrẹsì àti òróró. Wọ́n á tún gbà á. Wọ́n á tún dìbò fún wọn. Wọ́n á tún jẹ pọnànba ìyà ọdún mẹ́rin.	negative
#iroyin, #yoruba, Olakunle ma n lo sewon ree! Won fesun ole kan an, ni ko ba reni soniduro…	negative
Ọmọ ènìyàn dá yàtọ̀ gedegbe sí ọmọ ẹranko, ẹni a yàn dá ni àwọn ọmọ ènìyàn. #EdeAbinibi #Yoruba #IMLD17	positive
#Yoruba Bo: Bi O Ba Nidi Obinrin Ki Je Ikumolu Madam No go Control Our Family	positive
Say no to Drugs Say no to Primarital sex Yàgò fún oògùn olóró. Yàgò fún ìbálòpọ̀ tí kì í ṣe ti ààrin lọ́kọláya. #buwop #wopbu #Babcock #Babcockuniversity #experiencehisword #spirikoko2019 #pastorirvin #sda #gospel #prayer #evangelism #Yoruba	positive
Ǹjẹ́ ìwọ́ mọ̀ wípé àkójọpọ̀ ọmọ-ogun Ọ̀yọ́-Ilé, Ifẹ̀, Ìjẹ̀bú àti Ẹ̀gbá l'ó parapọ̀ dá ìlú sí Ẹ̀bá ọ̀dàn (Ìbàdàn)? #Yoruba	neutral
RT : Ma je aiye ori mi fa la falala, Faaji Famia opin ose, odi ola ki ile to mo —RT"""""""": Ni faaji ni faaji la wa""""""""	positive
Ìbáṣẹpọ̀ láàrín aláwọ̀ dúdú àti aláwọ̀ funfun ò lọ́jọ́.	neutral
📸🤰🤰🍌 Eba wa gbe igba ope o, eba wa jo, eba wa yo, Iyawo Ogbeni ti gbe ayan mi, ati ri esi ogede ti o je ni ose mejilelogun ti o koja, ibeta lanta lanta ni Precious Chukwuendu ti oje iyawo Femi un reti. Oyun ose mejilelogun ti wa ta bi isu ewura. Asokale anfani.	positive
RT : Jẹ́ kí àwọn òkú ó sọ ìtàn nípa Hong Kong	neutral
Kò síyàtọ̀, irúkanǹbọ̀n, àwọn tí a ti mọ̀ bí ẹní mọwó, t'ó ti ṣèlú tẹ́lẹ̀ rí náà tún ni. Ẹ ṣá ṣé ire k'ó dára. #TheList #Nigeria	positive
Ilẹ̀ tutù. A kú atura o!	positive
RT : Tí ọ̀rẹ́ kan bá ṣubú, èkejì á sì fàá dìde. / If one friend falls, another ought to pull him up. [Lending a helping ha ...	positive
Thanks for the recommendation ẹni iyì ❤️	positive
Lọ́jọ́ kan korobá á lọ sí kọ̀nga kòní padà bọ̀. Olúwa ń rí aṣebi, ẹ̀san á ké, bópẹ́ bóyá	negative
Àwọn kan wà ní kọ̀rọ̀, tí kò jẹ kí òṣìṣẹ́ àti òṣìṣẹ́ fẹ̀hinti rí ẹ̀tò wọn gbá lásikò. #MayDay #ippis #nigeria	negative
Ògún gbọ́ t'aya rẹ̀, ó ṣe ọ̀kan fún un, ọ̀pá yìí wá á di méjì, Ọya nìkan, Ògún nìkan. #OsuOgun #Ifa #Yoruba #Ogun7	neutral
Ìwọ náà lọ ti ọwọ́ ọmọ rẹ b'aṣọ. Desist from distorting the Yorùbá cultural idiosyncrasies with your tweets. A ò bá t'ìjà wá, eré la wá ṣe.	positive
What animal is knows to be very cunning in Yorùbá folktale? Ẹranko wo ni ó ní ọgbọ́n ète láàárín àwọn ẹranko nínú àwọn ìtàn Yorùbá?	negative
A ò mọ̀yí Ọlọ́run yóò ṣe"""", kò jẹ́ ká bínú kú. #Owe #Yoruba	negative
Pàṣípaàrọ̀/paàrọ̀ = exchange/barter (wọn ò ní fi orí mi gba paàrọ̀ - my (head) destiny shall not be exchanged) #InYoruba	positive
RT : Asa igbeyawo ile yoruba Ifojusode Alarina Isihun Itoro Idana Ipalemo Igbeyawo How person go just dey ifojusode for ages.…	neutral
Sọ àwọn ọ̀rọ̀ ní Yorùbá (pronounce words in yoruba) ̀Dog- ajá Monkey- ọ̀bọ Goat- ewúrẹ́ #learnyorubaeasily #Yoruba Pls subscribe to our YouTube channel	neutral
Àti dáa ìlú yìí ń bẹ lọ́wọ́ kówá wa. #Ominira	neutral
Exactly what is killing some people today, don't live to impress, eso l'aye, kase jeje. Notori, ka gun iyan sinu ewe, ka se'be sinu epo epa, eni maa yo, ayo, 😁 awon kan o sile yo rara 💁Eyin eyan mi, ogun ko laye. #yoruba #proudlyyoruba	positive
Awon enieleni kan ku iku esin. Wan o mo wipe enu lasan ni orin ajeku iya ti ko. Wan ku iku eleya. Dino ni ti e un je aiye lo.	negative
Tí a bá ní pé 'dára bíi egbin', kí là ń sọ? Kí ni egbin? #ibeere #YorubaQnA	neutral
RT : njẹ èdè Yorùbá ni ipa lati ko ninu ọ̀rọ̀ òsèlú ilẹ wa bi? ...	neutral
: Aregbesola, Alaafin, Ooni advocate Yoruba integration """" Ìṣọ̀kan àwọn ọmọ Oòduà!	positive
9.'À' ni àfòmọ́-ìbẹ̀rẹ̀ tí a fi ṣẹ̀dá ọ̀rọ̀ bí i 'à-lọ, à-dá, à-ṣẹ'. Ṣẹ̀dá ọ̀rọ̀ mìíì pẹ̀lú afọmọ-ìbẹ̀rẹ̀ 'àì', àti 'oní'. #ibeere #Yoruba	neutral
Dárúkọ orúkọ mẹ́ta tí ó bẹ̀rẹ̀ pẹ̀lú 'Lá'. #Ibeere #Yoruba	neutral
Mo ṣọpẹ́ fún Ọlọ́run. Ọba tó fẹ́ mi tó dá mi tó gbà mí là.	positive
RT : ko is nkan ti o nje ibunkun anobi o. Ibunkun Olorun a maa ba gbogbo wa gbe!	positive
Ẹ kú iṣẹ́ ma	positive
RT : abi ka tun gba ni?	neutral
Awa, ani fans to da juwon lo....#Yoruba stay winning	positive
Ọbẹ̀ awun l'ó pa awun. #FreeWale	negative
8. #Parioweyii Ẹyẹ ò lẹ́san tí yóò san ìyáa rẹ̀... #Ibeere #Yoruba #Owe	negative
seconds is not minute baba Seconds is Iseju aaya while minute is iseju #Yoruba is good to speak #CoronaVirusInNigeria #CoronavirusPandemic #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos #YLagos	neutral
♪ Gbà wá lọ́wọ́ ikú òjijì o. Olúwa! Gbà wá lọ́wọ́ ewu mótò. Gbà wá lọ́wọ́ ikú òjijì o. Olúwa! Gbà wá lọ́wọ́ ewu cycle o! ♪	positive
Dearth of regard that emboldens a peasant to come to town semi-clad."""" """"Àìfinipeni, àìfèèyànpèèyàn tíí m'árá oko sán bàǹtẹ́ wọ̀'lú."""" #yoruba #yorùbá #english #language #aáyanògbufọ̀ #translation #dm7 #dm7th…	negative
Ekaáro eyin eyan mi gbogbo #TweetinYoruba	positive
Wọ́n ní wípé ẹ̀rọ ìtúlẹ̀ oko ìgbàlódé, irúgbìn GMO, èlò oko fínfín títí kan ajílẹ̀ àtọwọ́dá ń ba ilẹ̀ jẹ́. Èyí sì ń ṣ'àkóbá. #IyipadaOjuOjo	negative
Eniyan ti o so le nu o so apo Iya Ko. Da n saki fun ede ati asa yoruba. #TweetinYoruba	negative
Àmọ́ èèyàn á máa rọra rìn ni o. Kiní #EarPod yìí ò jẹ́ kí olúwarẹ̀ gbọ́ tí ọkọ̀ bá nbọ̀. lẹ́hìn. :)	neutral
Kí l'ó ń jẹ́ Ọ̀látòye? Kò nítumọ̀, Ọlá tó oyè = Ọlátóyè ✓ #Oruko #Yoruba	negative
ERÉ ÌDÁRAYÁ: ÌJÁLÁ Orin Ìjálá jẹ́ orin eré ìdárayá àwọn oníṣẹ́ Ògún. Wọ́n ma ń sun Ìjálá ní ibi àjọyọ̀ bíi ìkómọ, ìgbéyàwó ọdẹ, ọdún Ògún abbl. Pàápàá jùlọ, láàárín àwọn ọdẹ. Fídíò yìí ma tan ìmọ́lẹ̀ si Fídíò: Eré Ọ̀SUN ṢẸ̀ǸGẸ̀ṢẸ́	neutral
Ọ̀gá àgbà ìpolongo ilé-iṣẹ́ ní owó ni ẹ̀rọ agbọ́rọ̀káyé. Èró pọ̀ lórí ayélujára, owó dè ni #SMWAdvocacy	neutral
RT : Ẹ káàlẹ́ ń bi o. Ẹ kú ilé, ẹ sì tún kú ìlú wa yí o. Ẹ jọwọ́, tá ló rántí ìrẹ́sì Àbíọ́la ńlé yìí o? #June12Election #june12t…	positive
#ÌròríAkéwì Bi o dupe oore f’Edumare, bi o si sai dupe; ko ni ki O ma tun se opo oore. Sugbon ka dupe oore bintin nii muni i gba nla oore. - JcmcAyodeji Sodiq Olalekan #ewispecial #EwiIkilo #EwiImoran #Yoruba #YorubaPoet #spokenword AMMedia	positive
Kindly follow back sir, ẹ ṣé mo dúpẹ́	positive
Onímọ̀ ìlera ní kí ẹ má jáfira, bí ẹ bá ṣàkíyèsí kókó, egbò ní àyíkáa ọ̀yàn tàbí ohun kóhun lára. #ISupportBreastCancerAwareness #Nigeria	positive
RT : Too, eje a ni be Dangote ko gbe apoti ni odun 2015, ki awon ojelu abi oselu ko gba wole.	negative
Ta ni #Yoruba ń pè ní Ọ̀gbùngbún? #Ibeere #Yoruba	neutral
RT : Ẹ̀YIN TÈMI... Ẹ KÚ ÌYÁLẸ́TA. 😊 Ẹ Ò NÍ PÀDÁNÙ LỌ́SẸ̀ YÍ LÁGBÁRA ẸLẸ́DÀÁ! 🙏 (My people... Warm greetings. May you not experienc…	positive
Ọjà Odò-Ọbà, Ògbómọ̀ṣọ́	neutral
RT : Ọ̀kọ̀ọ̀kan là ń ka #OwoEyo, lẹ́yìn náà, a óò wá sín in sínú okùn. Okùn owó kọ̀ọ̀kan ní orúkọ tí à ń pè é. #Yoruba	neutral
Orí mi wú 😊	positive
Ọjọ́ kẹta ni ọjọ́ Ògún; Oṣoosì. Ọjọ́ kẹrin sì ni fún òòṣà Ṣàǹgó; Ọya. #yoruba #calendar	neutral
Orin ará abúlé kan; ♪ """"""""k'á jẹun k'á só fà á, oko lakúkú wà"""""""" ♪ #IseAgbeNiseIleeWa	neutral
: ejowo kini oyinbo jejere ori awo?"""" #skin #cancer #InYoruba	neutral
RT : Bi o ti ri gaan le ti so yen ohun to ba se Aboyade gbogbo Oloya lo ye ko se"""""""": ...	positive
RT : Ẹṣin ọ̀rọ̀ àwọn bàbáa wa kan ní: """"""""àgò l'ó máa dé ẹdìẹ gbẹ́yìn"""""""". Àwòrán àgò inú òwe nì rè é. #Yoruba #learnyoruba	neutral
RT : Oluwa yio saanu fun wa lorilede yi. Ki olorun ran awon ijoba wa lowo lati maa sofin to dara ni gba gbogbo, Amin.	positive
BBC News Yorùbá | Fredrick Fasheun jáde láyé lẹ́yìn àìsàn ráńpẹ́ -	negative
Omo Oduduwa tokàn tokàn ...Yoruba ni mi 💯 #yoruba #backtoschool #Arewa #yorubadboi	positive
Bí kì í bá ṣe t'àwọn ọmọ-ogun Ìbàdàn tó jà fitafita l'Óṣogbo tó borí wọn ní 1840, gbogbo agbègbè ilẹ̀ Yorùbá ni ó bá ti bọ́ sábẹ́ ìṣàkóso Ṣókótó tí í ṣe olú ìlú ìran Fúlàní #darandaran dáràndáràn. #ItanFulani	positive
RT : Oluwa fii mi nii okanbale. Wahala lotun,idamun losi. Dakun Oluwa ka kuro fun mi. Aamin	positive
RT : O ò rí òògùn aláròká se/ there’s no charm to stop a back biter. #oroiyanji #yoruba #subtitled	negative
Ebi ń pa mí, kìí ṣe ohun àá sín gbẹ́rẹ́ sí. Àkàṣù ẹ̀kọ ló lè yanjú ẹ̀. Hunger is not something you make an incision on. Only a """"""""solidified pap"""""""" can solve it	neutral
RT : ..... Ope loyeru.... †i eda ba mo iru nro yio dupe ni owo olorun oba.... Modupe temi cc .. ...	positive
RT : Ǹjẹ́ ìwọ mọ̀ wípé Àdùnní Olúwọlé ni obìnrin àkọ́kọ́ tí yóò jẹ́ olùdásílẹ̀/olórí ẹgbẹ́ olóṣèlú ní Nàìjíríà? Ẹgbẹ́ K'óyìnbó…	neutral
Ọdẹ ló ń sun ìjálá, egúngún ló ń pe ẹ̀ṣà, ta ló ni ìyẹ̀rẹ̀? #Ibeere #Yoruba	neutral
Kòṣééfowórà ni ìyá jẹ́. Wúrà iyebíye. Ọlọ́run á dá wọn sí o.	positive
Lẹ́yìn tí a parí ìwé Ìrèké Oníbùdó láti ọwọ́ D.O Fágúnwà. A fẹ́ kí ẹ bá wa mú ìwé tó kàn tí a ó kà nínú mẹ́ta wọ̀nyìí: A. Ṣaworoidẹ (Akínwùmí Ìṣọ̀lá) B. Àjà l'ó l'ẹrù (Ọládẹ̀jọ Òkédìjí) D. Eégún Aláré (Láwuyì Ògúnníran) #Atelewo #Yoruba #DailyBookReading	neutral
RT : Omo to je igbadun gbagbe ile woni oso apo iya re koni .Omo ale yoruba ni o Femi Adeshina.A total disgrace to the yoruba rac…	negative
Ọjọ́ àjùbà là á níran àdá t'ó bá mú, ọjọ́ ogun-ún bá burú là á rántí alágídí ọmọ. #EsinOro🐎 #Yoruba	negative
Dádò, tí wọ́n fi le kúrò ní ìlú, tí wọ́n sì fi Kúrunmí jẹ olórí wọn. Dádò fi Ìjàyè sílẹ̀, tí ó ṣe àrìnká dé ìlú tí wọ́n ń pè ní Tọbalógbọ́. Àwọn Baálẹ̀ àti ìjòyè tí wọ́n ti gbọ́ ìró Dádò, yára láti wá ki fúnra wọn. Dádò wo gbogbo wọn, ó sì pàṣẹ wípé, kí àwọn	neutral
Ẹ káàárọ̀ o! Ẹ sì kú àná o!	positive
#InYoruba Ìlera = health. Ọrọ̀= wealth. Ìlera l'ọrọ̀ &gt; health is wealth. (ìlera ni ọrọ̀) #Yoruba #OmoYoba	positive
E ma je ki a tori Ede ba eede je nitori bi a ba de lati Ede, eede la o pada si #OroAmoye	positive
RT : Pápàpá, ọ̀pin ọ̀sẹ̀ tún wọlé dé. Ọlọ́run Ọba ò kọ̀ wá sílẹ̀. Ó ń tì wá lẹ́hìn ni. Ọpẹ́ ló yẹ Olúwa. #OlorunSeun	positive
gbogbo ẹ̀ nlọ lẹ́ẹ̀kan-náà. Ẹ̀wo la wá fẹ́ wò n'bẹ̀? #london2012	neutral
RT : Lọ́wọ́lọ́wọ́ báyìí, èdè Yorùbá, èdè tí ó tayọ ní Ìwọ̀-oòrùn Ilẹ̀-Adúláwọ̀, pàtàkì jù lọ ní Nàìjíríà, ni ó ṣ'ìkejìi #Spanish…	positive
RT : Wòlíì tí yóò gbàdúrà fún wèrè, kò gbọdọ̀ dijú. #EsinOro #OweIgbalode #Yoruba	negative
RT : I luv dis tweepz xpecially ni ede abinibi wa!	positive
E gbayii jare"""""""": Ma je kin ku, kin to ku, ma je kin fi ara gba awe,ma je kin bawo de o do lai pon mi —RT"""""""": Baba ka	positive
ÀWỌN Ọ̀RỌ̀/ORÚKỌ AGBOLÉ / COMPOUND NAMES (1): OÚNJẸ: ẹ̀bà, iṣu, gààrí, àgbàdo, ẹ̀wà, àsáró, kókò abbl Wọ́n ní orúkọ tí à ń pè wọ̀ọ́n ṣùgbọ́n, orúkọ tí ó pa wọ́n pọ̀ ni oúnjẹ They have their different names but, FOOD is the compound name	neutral
Egbani elaja, ase iro lasan ni wipe awon ara guusu iwo orun, gbon jubayi lo. Ogbeni alawada Kanu yi kan fe fi pele pele koya ja opolopo.	negative
Eniyan gbokere niyi """""""": Isumo ni la ng mo ise eni.""""""""	neutral
Osise ijoba ni mi, igba miran mo ma n je 'Constituted' osise. Ofisi Olori Osise ni mo wa. Soji Eniade ni Oga mi #TweetInYoruba	neutral
Àwòrán-ojú-pélébé ni mo ní n yà ní Òkè Ìléwó, à ṣe orí ìlà-ìsọdá la gbọ́kọ̀ sí, kí n tó dé, àwọn aráibí ti de ẹsẹ̀ ọkọ̀ mi. #PapakoOfuurufu	negative
RT : Queen Salawa Abeni for the night! """"""""Sebi l'ọfe l'ọfe ni Baba fun wa Sebi l'ọfe l'ọfe ni Baba fun wa o Iṣẹ́ Olúwa, àwòyanu n…	positive
RT : Eni to ba ni oyun	neutral
RT : beeni o.. E patewo fun alakowe	positive
ÒWE / PROVERB Ọbẹ̀ kìí gbé inú àgbà mì Ohun tí a bá fi pamọ́, kò yẹ kí ẹlòmíràn mọ̀ nípa rẹ̀. TRANSLATION A soup does not shake in the stomach of the elder. The art of keeping a secret is very important.	neutral
RT : oke-oke lemu n ru si I, owo yin yio maa lo soke o. Ede ati Asa Yoruba ko ni parun	positive
RT : Watch #jkf as he #speaks #Yoruba on #Ekiti perspective on #grazingland """"""""Ipese Ile fun Eran dida""""""""	neutral
yoo je ki fidi remi nipinle Ondo—Olu Ogunye lo so be fun Alaroye	negative
Ayé ń yí lọ, à ń tọ̀ ọ́. Ohun tí ó ṣe pàtàkì ni kí a báyé yí. #yorubaanimations #yoruba	positive
Oruko mi ni Babatunde Ajibola won bi mi si Ebute-Meta, ni ilu Eko. Omo Owu ni mi ni Abeokuta, ipinle Ogun. Awa ni Gbadela. #TweetinYoruba	neutral
...ọ̀kanòjọ̀kan nǹkan t'ó ṣẹ̀ láti òkèèrè ni a máa ń yàn láàyó dípò ti ìbílẹ̀ ti wa. #IseseLagba #IseseHoliday	negative
Nàìjíríà yìí ti gbogbo wa ni, ko máa gbọ́dọ bàjẹ́, ẹ jẹ ká so'wọ́ pọ̀ ká fi ìmọ̀ s'ọ̀kan, gbé e k'émi gbe"""" #Orin #KSA #Yoruba # Nigeria	positive
RT : 22. kí àwọn sì le máa bá Ọlọ́run sọ̀rọ̀, kí ayé le rọ̀ wọ́n lọ́rùn.	positive
Ìtókun ni wọ́n ti bí Líṣàbi, tí ó sì dàgbà sí Ìgẹ́ìn. Ẹni tó ga, to sì fẹ́ láyà ni. Akọni tí ń darí àwọn èèyàn. Líṣàbi mú ètò àwọn àgbẹ̀, tí ń ṣe """"""""Ààrò"""""""" (ìrànlọ́wọ́ àgbẹ̀ kan fún àgbẹ̀ òmíràn nínú oko rẹ̀), láti kó àwọn ọmọ ogun jọ ní ìkọ̀kọ̀, bí wọ́n ti ń	neutral
RT : Akowe ko wura, lo wa di tiratira. """""""": Ẹ mà kú ọjọ́ mẹ́ta o ẹ̀yin ẹ̀dá Ọlọ́run wọ̀nyí. Bóo ni o?""""""""	positive
Ó di ọjọ́ kan, Ọ̀rúnmìlà ń ṣe ọdún Ifá, láti fi ìtẹríba hàn, ọ̀kọ̀ọ̀kan làwọn ọmọ rẹ̀ ń kí bàbá wọ́n pé """"""""Àbọrúbọyè bọ ṣíṣẹ o"""""""". #Ifa #Yoruba	positive
16. Kíni òǹkà 2040? A. Ẹgbàá-lé-ogójì B. Òjìlélẹ́gbàá D. Ẹgbẹ̀rún-méjì-lé-ní-ogójì. #ibeere #Yoruba	neutral
kò fi ọ̀kan pe méjì fun. Ó mú idà Àjàṣẹ́, tí òhun fi jagun, lé Ajíbógun lọ́wọ́, láti fi tẹ̀síwájú nínú ìrìn àjò rẹ̀ titun. Ajíbógun gba Ìlà Òòrùn Ifẹ̀ lọ, pẹ̀lú idà Àjàṣẹ́ lọ́wọ́, títí ó fi wọ ilẹ̀ Iléṣà. Ajíbógun tẹ̀dó sí ìlú kan tí orúkọ rẹ̀ ń jẹ́	neutral
Ǹjẹ́ ìwọ́ mọ̀ wípé tẹ́lẹ̀tẹ́lẹ́rí, ní nǹkan bíi 1853, """"""""Bí-Ọlọ́run-pẹ̀lú"""""""" ni à ń pe ìlú Lànlátẹ̀? #Oyo #Yoruba	neutral
Ẹ kú ọjọ́ ìsinmi ọdún tuntun o!	positive
Ẹ máa rọra lọ́nà o :)	positive
Bí omí bá yalé, ikú ọ̀dọ́, àti lásìkò ìjàm̀bá ni a tún ń gbé Gẹ̀lẹ̀dẹ́. #Gelede #Yoruba #IWD #IseseLagba #obirin	negative
Ilé Odùduwà ti dilé ìjọsìn. Àwọn irúnmọlẹ̀ ti gba Jésù... Nǹkan ṣe! #IleIfe #Ife #Oduduwa	negative
A máa fi nkọrin ní ilé-ìwé alákọ̀ọ́bẹ̀rẹ̀ tí mo lọ. :)	neutral
RT : Amin edumare """""""": odun de,odun olowo,odun olomo, Edumare je ki asopo re oo.*singing in yoruba*	positive
Ìwọ̀n oníwọ̀n là ì í mọ̀; a máa ń mọ ìwọ̀n ẹni. #EsinOro #Yoruba	neutral
sílẹ̀. Ogun náà ma tán. Àṣegbé bá padà sí ìpààgọ́ Ọ̀gbómọ̀ṣọ́, láti lọ jíṣẹ́ àṣeyọrí ọ̀rọ̀ tó lọ bá Ọba Ẹdẹ sọ. Inú àwọn olórí ogun dùn. Ọba Ẹdẹ san àwọn ohun wọ̀nyìí, tí ó sì fi hàn wípé, òhun kò jagun mọ́. Bí àwọn ọmọ ogun Ọ̀gbómọ̀ṣọ́ ṣe kúrò	positive
Inú ìṣẹ̀ṣẹ ni ẹ̀sìn ìgbàlódé-lonígbà-ńlò ti yá àṣà àti ìṣe, wo ìlànà ẹ̀sìn Christian àti Islam, ó pọ̀ ṣúà. #Iseseday #Iseselagba #Yoruba	neutral
Glory be to God on this work by Oga Muyiwa Ademola. Olorun Ogo ni fun oruko re!! ! #nollywood #nollywoodactress #nollywoodmovies #yoruba	positive
Oju lari; ore o denu.......	negative
Látònìí lọ, kí a yé e pe aṣọ-ẹgbẹ́jọdá ní aṣọ-ẹbí nítorí wọn ò jọ 'ra wọn, gedegbe ni wọ́n wà, àjà yàtọ̀ sí ajá. #AsoEbi #Yoruba	neutral
Àwọn èèyàn wa pẹ̀lú ìwà ọ̀daràn. Èwo ni ká máa jẹ níbi tí a ò r'oko sí! Wọ́n tún ti kọ ẹyìn mi. #AgbeLoba #DoAgric	negative
Àwọn Òpìtàn ní Ọ̀yọ́-Ilé jẹ́ àwọn tí Aláàfin fi sùúrù àti ìfarabalẹ̀ ṣà, láti ní ìtàn ìlú lọ́wọ́. Ipò náà sì jẹ́ ipò àtìrandíran. Àwọn Òpìtàn náà ma ń mú ewì kíké, ìlú lílu àti lílu ṣẹ̀kẹ̀rẹ̀ fún Ọba mọ́ ìtàn pípa wọn.	neutral
*1897 ni, kì í ṣe 1873 ni dàárúdàpápọ̀ ọ̀hún wáyé. Ọdún tí aláṣìkọ, Àjàyí Crowther jẹ́ Ọlọ́run nípè. #Esuisnotsatan #SatanisnotEsu #Yoruba	negative
OSÙN/Ọ̀RẸ̀RẸ̀ Òrìṣà tí àwọn Babaláwo ma ń bọ ni Osùn. Àmì òrìṣà yìí ni Ọ̀PÁ OSÙN/Ọ̀RẸ̀RẸ̀ tí àwọn Babaláwo ma ń mú lọ́wọ́ Ẹ̀gbẹ́ rẹ̀ kò sì gbọdọ̀ kan ilẹ̀. Òrìṣà yìí ni àwọn Babaláwo fi ma ń sọ ọmọ wọn ní AMÓSÙN, DÒSÙNMÚ, AMỌ́RẸ̀	neutral
Èmi lolórí ire!	positive
